feature,missing_rate,unique_count,mean,std,min,max,target_corr,alpha,valid_year
hs_pitcher_batter_n,0.0,136,13.872579574584961,22.91490364074707,0.0,148.0,-0.01675926739083183,20,2022
hs_pitcher_batter_rate,0.0,1291,0.5395187139511108,0.0424874946475029,0.30625826120376587,0.7357856035232544,0.03315170028880367,20,2022
hs_pitcher_batter_rel,0.0,1291,-0.0036236229352653027,0.0424874946475029,-0.23688408732414246,0.19264324009418488,0.03315169372126169,20,2022
hs_pitcher_batter_logit_rel,0.0,1291,-0.013581802137196064,0.17323224246501923,-0.9906706213951111,0.8511782288551331,0.03300918101433001,20,2022
hs_pitcher_n,0.0,305,3178.159423828125,2861.623779296875,0.0,10931.0,0.02377047264220075,20,2023
hs_pitcher_rate,0.0,318,0.5379318594932556,0.048067815601825714,0.4129801392555237,0.7485467195510864,0.031873556696508265,20,2023
hs_pitcher_rel,0.0,318,-0.001604618621058762,0.048067815601825714,-0.1265563666820526,0.20901022851467133,0.03187355747559901,20,2023
hs_pitcher_logit_rel,0.0,318,-0.004519020672887564,0.19718177616596222,-0.5101360082626343,0.9323996305465698,0.031186390882080476,20,2023
hs_pitcher_game_type_n,0.0,362,2990.047607421875,2900.352294921875,0.0,10931.0,0.02369454317787345,20,2023
hs_pitcher_game_type_rate,0.0,419,0.532629668712616,0.06147438660264015,0.3065424859523773,0.7928420305252075,0.02657668632908195,20,2023
hs_pitcher_game_type_rel,0.0,420,-0.006906777620315552,0.06147438660264015,-0.23299403488636017,0.2533055543899536,0.026576687210275004,20,2023
hs_pitcher_game_type_logit_rel,0.0,420,-0.024683363735675812,0.2550860047340393,-0.9748105406761169,1.1836656332015991,0.02560015901264729,20,2023
hs_pitcher_batter_hand_n,0.0,542,1605.34326171875,1465.05615234375,0.0,6882.0,0.02417274332156442,20,2023
hs_pitcher_batter_hand_rate,0.0,627,0.5373401045799255,0.05201835185289383,0.36898356676101685,0.7875398993492126,0.040631833376881255,20,2023
hs_pitcher_batter_hand_rel,0.0,627,-0.002196446293964982,0.05201835185289383,-0.17055295407772064,0.24800337851047516,0.04063183200113629,20,2023
hs_pitcher_batter_hand_logit_rel,0.0,627,-0.006797344423830509,0.2138146311044693,-0.695056676864624,1.1516828536987305,0.0399359689596829,20,2023
hs_pitcher_count_n,0.0,720,418.19036865234375,513.193359375,0.0,2899.0,0.02269935688064471,20,2023
hs_pitcher_count_rate,0.0,2558,0.5371997356414795,0.05090530216693878,0.33891135454177856,0.7504199147224426,0.03611352128103539,20,2023
hs_pitcher_count_rel,0.0,2559,-0.002336739795282483,0.05090530216693878,-0.20062516629695892,0.21088339388370514,0.036113520387779686,20,2023
hs_pitcher_count_logit_rel,0.0,2559,-0.007611657027155161,0.2079692780971527,-0.8266263008117676,0.9423761367797852,0.035735305989069314,20,2023
hs_batter_n,0.0,314,3924.316650390625,3117.79638671875,0.0,9472.0,0.0037192955158078618,20,2023
hs_batter_rate,0.0,326,0.5392184853553772,0.042370978742837906,0.4263576567173004,0.8121650815010071,-0.00697089510899557,20,2023
hs_batter_rel,0.0,326,-0.00031804313766770065,0.042370978742837906,-0.11317883431911469,0.2726285755634308,-0.006970895333066901,20,2023
hs_batter_logit_rel,0.0,326,0.0009541567997075617,0.17749926447868347,-0.4552043676376343,1.3056632280349731,-0.006994595323693095,20,2023
hs_pitcher_batter_n,0.0,162,16.475439071655273,26.420839309692383,0.0,185.0,0.009913726586811143,20,2023
hs_pitcher_batter_rate,0.0,1619,0.5363423228263855,0.04510040581226349,0.29979848861694336,0.7844371199607849,0.019786194646882544,20,2023
hs_pitcher_batter_rel,0.0,1619,-0.0031941633205860853,0.04510040581226349,-0.23973801732063293,0.24490061402320862,0.01978619244206132,20,2023
hs_pitcher_batter_logit_rel,0.0,1619,-0.011758466251194477,0.18402166664600372,-1.0067344903945923,1.1332368850708008,0.01991990433506773,20,2023
hs_pitcher_n,0.0,297,3241.064208984375,3371.728271484375,0.0,13637.0,0.02304749963943516,20,2024
hs_pitcher_rate,0.0,311,0.5276758670806885,0.04621737822890282,0.3954494595527649,0.7421725392341614,0.026210203285366346,20,2024
hs_pitcher_rel,0.0,311,-0.0039055878296494484,0.046217381954193115,-0.13613204658031464,0.21059101819992065,0.026210202576491145,20,2024
hs_pitcher_logit_rel,0.0,311,-0.01407837774604559,0.19022130966186523,-0.5509567260742188,0.9307966828346252,0.025518392925223354,20,2024
hs_pitcher_game_type_n,0.0,368,3010.484375,3399.991943359375,0.0,13539.0,0.02292271840362276,20,2024
hs_pitcher_game_type_rate,0.0,419,0.521984338760376,0.05451563000679016,0.3616304397583008,0.7683581709861755,0.024850598536583474,20,2024
hs_pitcher_game_type_rel,0.0,419,-0.009597121737897396,0.05451563000679016,-0.16995108127593994,0.236776664853096,0.02485060032039399,20,2024
hs_pitcher_game_type_logit_rel,0.0,419,-0.03652215749025345,0.2249775528907776,-0.6947890520095825,1.0725692510604858,0.02408439798008041,20,2024
hs_pitcher_batter_hand_n,0.0,535,1640.5743408203125,1726.5762939453125,0.0,7588.0,0.02243817695791457,20,2024
hs_pitcher_batter_hand_rate,0.0,611,0.5271338224411011,0.048973966389894485,0.33802032470703125,0.7786172032356262,0.03725822736571468,20,2024
hs_pitcher_batter_hand_rel,0.0,611,-0.004447681829333305,0.04897396266460419,-0.19356118142604828,0.2470356673002243,0.037258227424563535,20,2024
hs_pitcher_batter_hand_logit_rel,0.0,611,-0.016299013048410416,0.201536163687706,-0.798623263835907,1.131131649017334,0.036628616314137934,20,2024
hs_pitcher_count_n,0.0,786,425.50738525390625,586.0447387695312,0.0,3648.0,0.021362803237739366,20,2024
hs_pitcher_count_rate,0.0,2561,0.5273339152336121,0.0471062995493412,0.3481789231300354,0.7531340718269348,0.03135397914235477,20,2024
hs_pitcher_count_rel,0.0,2561,-0.004247576929628849,0.0471062995493412,-0.18340258300304413,0.2215525358915329,0.03135397857539567,20,2024
hs_pitcher_count_logit_rel,0.0,2561,-0.01590755209326744,0.19175514578819275,-0.7535480260848999,0.9889033436775208,0.03109463359381259,20,2024
hs_batter_n,0.0,322,4651.001953125,3782.05078125,0.0,11655.0,0.007687305638881977,20,2024
hs_batter_rate,0.0,337,0.5293185710906982,0.033647842705249786,0.39087754487991333,0.7492460608482361,-0.0023106052423840194,20,2024
hs_batter_rel,0.0,337,-0.002262901049107313,0.03364783897995949,-0.1407039761543274,0.21766453981399536,-0.0023106042195894516,20,2024
hs_batter_logit_rel,0.0,337,-0.00803724117577076,0.13918881118297577,-0.5701195001602173,0.9681008458137512,-0.0023104429638588237,20,2024
hs_pitcher_batter_n,0.0,180,15.918234825134277,27.792177200317383,0.0,207.0,0.015681026604105065,20,2024
hs_pitcher_batter_rate,0.0,1685,0.528597354888916,0.042727258056402206,0.30793479084968567,0.7293245196342468,0.020198750842412905,20,2024
hs_pitcher_batter_rel,0.0,1685,-0.0029841267969459295,0.042727258056402206,-0.22364673018455505,0.1977430135011673,0.020198751056619946,20,2024
hs_pitcher_batter_logit_rel,0.0,1685,-0.011200401932001114,0.17388322949409485,-0.9362866282463074,0.8647037744522095,0.020282346477180836,20,2024
