feature,missing_rate,unique_count,mean,std,min,max,target_corr,alpha,valid_year
hs_pitcher_batter_n,0.0,136,13.872579574584961,22.91490364074707,0.0,148.0,-0.01675926739083183,20,2022
hs_pitcher_batter_rate,0.0,1291,0.5395187139511108,0.0424874946475029,0.30625826120376587,0.7357856035232544,0.03315170028880367,20,2022
hs_pitcher_batter_rel,0.0,1291,-0.0036236229352653027,0.0424874946475029,-0.23688408732414246,0.19264324009418488,0.03315169372126169,20,2022
hs_pitcher_batter_logit_rel,0.0,1291,-0.013581802137196064,0.17323224246501923,-0.9906706213951111,0.8511782288551331,0.03300918101433001,20,2022
hs_pitcher_n,0.0,305,3178.159423828125,2861.623779296875,0.0,10931.0,0.02377047264220075,20,2023
hs_pitcher_rate,0.0,318,0.5379318594932556,0.048067815601825714,0.4129801392555237,0.7485467195510864,0.031873556696508265,20,2023
hs_pitcher_rel,0.0,318,-0.001604618621058762,0.048067815601825714,-0.1265563666820526,0.20901022851467133,0.03187355747559901,20,2023
hs_pitcher_logit_rel,0.0,318,-0.004519020672887564,0.19718177616596222,-0.5101360082626343,0.9323996305465698,0.031186390882080476,20,2023
hs_pitcher_game_type_n,0.0,362,2990.047607421875,2900.352294921875,0.0,10931.0,0.02369454317787345,20,2023
hs_pitcher_game_type_rate,0.0,419,0.532629668712616,0.06147438660264015,0.3065424859523773,0.7928420305252075,0.02657668632908195,20,2023
hs_pitcher_game_type_rel,0.0,420,-0.006906777620315552,0.06147438660264015,-0.23299403488636017,0.2533055543899536,0.026576687210275004,20,2023
hs_pitcher_game_type_logit_rel,0.0,420,-0.024683363735675812,0.2550860047340393,-0.9748105406761169,1.1836656332015991,0.02560015901264729,20,2023
hs_pitcher_batter_hand_n,0.0,542,1605.34326171875,1465.05615234375,0.0,6882.0,0.02417274332156442,20,2023
hs_pitcher_batter_hand_rate,0.0,627,0.5373401045799255,0.05201835185289383,0.36898356676101685,0.7875398993492126,0.040631833376881255,20,2023
hs_pitcher_batter_hand_rel,0.0,627,-0.002196446293964982,0.05201835185289383,-0.17055295407772064,0.24800337851047516,0.04063183200113629,20,2023
hs_pitcher_batter_hand_logit_rel,0.0,627,-0.006797344423830509,0.2138146311044693,-0.695056676864624,1.1516828536987305,0.0399359689596829,20,2023
hs_pitcher_count_n,0.0,720,418.19036865234375,513.193359375,0.0,2899.0,0.02269935688064471,20,2023
hs_pitcher_count_rate,0.0,2558,0.5371997356414795,0.05090530216693878,0.33891135454177856,0.7504199147224426,0.03611352128103539,20,2023
hs_pitcher_count_rel,0.0,2559,-0.002336739795282483,0.05090530216693878,-0.20062516629695892,0.21088339388370514,0.036113520387779686,20,2023
hs_pitcher_count_logit_rel,0.0,2559,-0.007611657027155161,0.2079692780971527,-0.8266263008117676,0.9423761367797852,0.035735305989069314,20,2023
hs_batter_n,0.0,314,3924.316650390625,3117.79638671875,0.0,9472.0,0.0037192955158078618,20,2023
hs_batter_rate,0.0,326,0.5392184853553772,0.042370978742837906,0.4263576567173004,0.8121650815010071,-0.00697089510899557,20,2023
hs_batter_rel,0.0,326,-0.00031804313766770065,0.042370978742837906,-0.11317883431911469,0.2726285755634308,-0.006970895333066901,20,2023
hs_batter_logit_rel,0.0,326,0.0009541567997075617,0.17749926447868347,-0.4552043676376343,1.3056632280349731,-0.006994595323693095,20,2023
hs_pitcher_batter_n,0.0,162,16.475439071655273,26.420839309692383,0.0,185.0,0.009913726586811143,20,2023
hs_pitcher_batter_rate,0.0,1619,0.5363423228263855,0.04510040581226349,0.29979848861694336,0.7844371199607849,0.019786194646882544,20,2023
hs_pitcher_batter_rel,0.0,1619,-0.0031941633205860853,0.04510040581226349,-0.23973801732063293,0.24490061402320862,0.01978619244206132,20,2023
hs_pitcher_batter_logit_rel,0.0,1619,-0.011758466251194477,0.18402166664600372,-1.0067344903945923,1.1332368850708008,0.01991990433506773,20,2023
hs_pitcher_n,0.0,297,3241.064208984375,3371.728271484375,0.0,13637.0,0.02304749963943516,20,2024
hs_pitcher_rate,0.0,311,0.5276758670806885,0.04621737822890282,0.3954494595527649,0.7421725392341614,0.026210203285366346,20,2024
hs_pitcher_rel,0.0,311,-0.0039055878296494484,0.046217381954193115,-0.13613204658031464,0.21059101819992065,0.026210202576491145,20,2024
hs_pitcher_logit_rel,0.0,311,-0.01407837774604559,0.19022130966186523,-0.5509567260742188,0.9307966828346252,0.025518392925223354,20,2024
hs_pitcher_game_type_n,0.0,368,3010.484375,3399.991943359375,0.0,13539.0,0.02292271840362276,20,2024
hs_pitcher_game_type_rate,0.0,419,0.521984338760376,0.05451563000679016,0.3616304397583008,0.7683581709861755,0.024850598536583474,20,2024
hs_pitcher_game_type_rel,0.0,419,-0.009597121737897396,0.05451563000679016,-0.16995108127593994,0.236776664853096,0.02485060032039399,20,2024
hs_pitcher_game_type_logit_rel,0.0,419,-0.03652215749025345,0.2249775528907776,-0.6947890520095825,1.0725692510604858,0.02408439798008041,20,2024
hs_pitcher_batter_hand_n,0.0,535,1640.5743408203125,1726.5762939453125,0.0,7588.0,0.02243817695791457,20,2024
hs_pitcher_batter_hand_rate,0.0,611,0.5271338224411011,0.048973966389894485,0.33802032470703125,0.7786172032356262,0.03725822736571468,20,2024
hs_pitcher_batter_hand_rel,0.0,611,-0.004447681829333305,0.04897396266460419,-0.19356118142604828,0.2470356673002243,0.037258227424563535,20,2024
hs_pitcher_batter_hand_logit_rel,0.0,611,-0.016299013048410416,0.201536163687706,-0.798623263835907,1.131131649017334,0.036628616314137934,20,2024
hs_pitcher_count_n,0.0,786,425.50738525390625,586.0447387695312,0.0,3648.0,0.021362803237739366,20,2024
hs_pitcher_count_rate,0.0,2561,0.5273339152336121,0.0471062995493412,0.3481789231300354,0.7531340718269348,0.03135397914235477,20,2024
hs_pitcher_count_rel,0.0,2561,-0.004247576929628849,0.0471062995493412,-0.18340258300304413,0.2215525358915329,0.03135397857539567,20,2024
hs_pitcher_count_logit_rel,0.0,2561,-0.01590755209326744,0.19175514578819275,-0.7535480260848999,0.9889033436775208,0.03109463359381259,20,2024
hs_batter_n,0.0,322,4651.001953125,3782.05078125,0.0,11655.0,0.007687305638881977,20,2024
hs_batter_rate,0.0,337,0.5293185710906982,0.033647842705249786,0.39087754487991333,0.7492460608482361,-0.0023106052423840194,20,2024
hs_batter_rel,0.0,337,-0.002262901049107313,0.03364783897995949,-0.1407039761543274,0.21766453981399536,-0.0023106042195894516,20,2024
hs_batter_logit_rel,0.0,337,-0.00803724117577076,0.13918881118297577,-0.5701195001602173,0.9681008458137512,-0.0023104429638588237,20,2024
hs_pitcher_batter_n,0.0,180,15.918234825134277,27.792177200317383,0.0,207.0,0.015681026604105065,20,2024
hs_pitcher_batter_rate,0.0,1685,0.528597354888916,0.042727258056402206,0.30793479084968567,0.7293245196342468,0.020198750842412905,20,2024
hs_pitcher_batter_rel,0.0,1685,-0.0029841267969459295,0.042727258056402206,-0.22364673018455505,0.1977430135011673,0.020198751056619946,20,2024
hs_pitcher_batter_logit_rel,0.0,1685,-0.011200401932001114,0.17388322949409485,-0.9362866282463074,0.8647037744522095,0.020282346477180836,20,2024
hs_pitcher_n,0.0,290,2460.622802734375,2343.332275390625,0.0,8670.0,-0.018478377547150135,50,2022
hs_pitcher_rate,0.0,302,0.5408455729484558,0.04897600784897804,0.4144837260246277,0.7451831698417664,0.0738962525505358,50,2022
hs_pitcher_rel,0.0,302,-0.0022967634722590446,0.04897600784897804,-0.12865860760211945,0.20204082131385803,0.07389625118750386,50,2022
hs_pitcher_logit_rel,0.0,302,-0.0069659692235291,0.20254744589328766,-0.5184597969055176,0.90008544921875,0.07346198945243178,50,2022
hs_pitcher_game_type_n,0.0,334,2327.22607421875,2366.143310546875,0.0,8670.0,-0.025163982554907333,50,2022
hs_pitcher_game_type_rate,0.0,383,0.535826563835144,0.05397984758019447,0.3821831941604614,0.7610927224159241,0.11946908385735769,50,2022
hs_pitcher_game_type_rel,0.0,383,-0.007315765134990215,0.05397984758019447,-0.1609591394662857,0.21795035898685455,0.119469083228174,50,2022
hs_pitcher_game_type_logit_rel,0.0,383,-0.02697264589369297,0.22310902178287506,-0.6532914638519287,0.9856799840927124,0.11972418642774096,50,2022
hs_pitcher_batter_hand_n,0.0,501,1242.2786865234375,1201.0301513671875,0.0,5135.0,-0.016391576201269187,50,2022
hs_pitcher_batter_hand_rate,0.0,594,0.5393351912498474,0.04999752342700958,0.3925659954547882,0.739471971988678,0.0768776014279395,50,2022
hs_pitcher_batter_hand_rel,0.0,594,-0.003807145170867443,0.04999752342700958,-0.1505763679742813,0.19632963836193085,0.0768776021351677,50,2022
hs_pitcher_batter_hand_logit_rel,0.0,594,-0.013411590829491615,0.20533549785614014,-0.6095384955406189,0.8702264428138733,0.07676376826348227,50,2022
hs_pitcher_count_n,0.0,615,324.1838684082031,413.3515930175781,0.0,2263.0,-0.008438297415699198,50,2022
hs_pitcher_count_rate,0.0,2273,0.5396741628646851,0.041395287960767746,0.38665714859962463,0.7014283537864685,0.06614538865593195,50,2022
hs_pitcher_count_rel,0.0,2273,-0.003468181472271681,0.041395287960767746,-0.1564851999282837,0.158285990357399,0.06614538649806904,50,2022
hs_pitcher_count_logit_rel,0.0,2273,-0.01275732833892107,0.16846223175525665,-0.6343852877616882,0.6811091899871826,0.06621439894198947,50,2022
hs_batter_n,0.0,288,3106.579833984375,2437.2021484375,0.0,6914.0,-0.049418292517017716,50,2022
hs_batter_rate,0.0,315,0.5471107959747314,0.041071031242609024,0.42368122935295105,0.7225955724716187,0.06231072539599759,50,2022
hs_batter_rel,0.0,315,0.003968458157032728,0.041071027517318726,-0.11946113407611847,0.17945323884487152,0.062310722139187834,50,2022
hs_batter_logit_rel,0.0,315,0.018119219690561295,0.17117168009281158,-0.4806792140007019,0.7843737006187439,0.06244273407429905,50,2022
hs_pitcher_batter_n,0.0,136,13.872579574584961,22.91490364074707,0.0,148.0,-0.01675926739083183,50,2022
hs_pitcher_batter_rate,0.0,1291,0.540945827960968,0.02569466270506382,0.38389331102371216,0.6832465529441833,0.032853100990207516,50,2022
hs_pitcher_batter_rel,0.0,1291,-0.0021965319756418467,0.02569466084241867,-0.15924903750419617,0.14010417461395264,0.03285309084832319,50,2022
hs_pitcher_batter_logit_rel,0.0,1291,-0.008447552099823952,0.10394855588674545,-0.6460550427436829,0.5957323312759399,0.03273984654990623,50,2022
hs_pitcher_n,0.0,305,3178.159423828125,2861.623779296875,0.0,10931.0,0.02377047264220075,50,2023
hs_pitcher_rate,0.0,318,0.5375486016273499,0.04609329253435135,0.42847684025764465,0.7151973247528076,0.03352742796520488,50,2023
hs_pitcher_rel,0.0,318,-0.0019878409802913666,0.04609329253435135,-0.11105966567993164,0.17566080391407013,0.03352742979104063,50,2023
hs_pitcher_logit_rel,0.0,318,-0.006297779735177755,0.1885635405778885,-0.44654518365859985,0.7622849941253662,0.03297831794258957,50,2023
hs_pitcher_game_type_n,0.0,362,2990.047607421875,2900.352294921875,0.0,10931.0,0.02369454317787345,50,2023
hs_pitcher_game_type_rate,0.0,420,0.5325640439987183,0.05709206685423851,0.3395133316516876,0.74840247631073,0.02769220858121499,50,2023
hs_pitcher_game_type_rel,0.0,420,-0.006972492206841707,0.05709206685423851,-0.20002317428588867,0.20886598527431488,0.027692209192437107,50,2023
hs_pitcher_game_type_logit_rel,0.0,420,-0.025450272485613823,0.235593780875206,-0.823940634727478,0.9316334128379822,0.026801701054337317,50,2023
hs_pitcher_batter_hand_n,0.0,542,1605.34326171875,1465.05615234375,0.0,6882.0,0.02417274332156442,50,2023
hs_pitcher_batter_hand_rate,0.0,627,0.5368918180465698,0.04888492450118065,0.3718104064464569,0.7232936024665833,0.04271096056038913,50,2023
hs_pitcher_batter_hand_rel,0.0,627,-0.0026447116397321224,0.04888492450118065,-0.16772609949111938,0.18375711143016815,0.0427109616416491,50,2023
hs_pitcher_batter_hand_logit_rel,0.0,627,-0.00895091611891985,0.20005953311920166,-0.6829348206520081,0.8023814558982849,0.04219766616825818,50,2023
hs_pitcher_count_n,0.0,720,418.19036865234375,513.193359375,0.0,2899.0,0.02269935688064471,50,2023
hs_pitcher_count_rate,0.0,2559,0.5372844934463501,0.04355518892407417,0.38503825664520264,0.7040027976036072,0.038804236137701315,50,2023
hs_pitcher_count_rel,0.0,2559,-0.002251990372315049,0.04355518892407417,-0.15449823439121246,0.16446630656719208,0.03880423578064968,50,2023
hs_pitcher_count_logit_rel,0.0,2559,-0.007789324037730694,0.17716458439826965,-0.6266941428184509,0.7079554796218872,0.03859000583463707,50,2023
hs_batter_n,0.0,314,3924.316650390625,3117.79638671875,0.0,9472.0,0.0037192955158078618,50,2023
hs_batter_rate,0.0,326,0.5383032560348511,0.03930073231458664,0.4626183807849884,0.726071834564209,-0.0068355498978499695,50,2023
hs_batter_rel,0.0,326,-0.0012333267368376255,0.03930073231458664,-0.0769181102514267,0.18653534352779388,-0.006835550437316978,50,2023
hs_batter_logit_rel,0.0,326,-0.00318925897590816,0.16335631906986237,-0.3082828223705292,0.8163062334060669,-0.006858949267036329,50,2023
hs_pitcher_batter_n,0.0,162,16.475439071655273,26.420839309692383,0.0,185.0,0.009913726586811143,50,2023
hs_pitcher_batter_rate,0.0,1619,0.537494421005249,0.02764025330543518,0.37884536385536194,0.694839358329773,0.02063561173636125,50,2023
hs_pitcher_batter_rel,0.0,1619,-0.002042071893811226,0.02764025516808033,-0.16069114208221436,0.15530282258987427,0.020635606084548667,50,2023
hs_pitcher_batter_logit_rel,0.0,1619,-0.007793685887008905,0.11179482936859131,-0.6529288291931152,0.6643653512001038,0.020740100538124064,50,2023
hs_pitcher_n,0.0,297,3241.064208984375,3371.728271484375,0.0,13637.0,0.02304749963943516,50,2024
hs_pitcher_rate,0.0,311,0.5273551344871521,0.043546758592128754,0.4142003059387207,0.7206949591636658,0.028264889235568656,50,2024
hs_pitcher_rel,0.0,311,-0.004226401448249817,0.043546758592128754,-0.11738120764493942,0.18911346793174744,0.028264885529833524,50,2024
hs_pitcher_logit_rel,0.0,311,-0.01569192297756672,0.17816290259361267,-0.4731226861476898,0.8214171528816223,0.027770421878402167,50,2024
hs_pitcher_game_type_n,0.0,368,3010.484375,3399.991943359375,0.0,13539.0,0.02292271840362276,50,2024
hs_pitcher_game_type_rate,0.0,419,0.5220397114753723,0.05016705021262169,0.3963412046432495,0.7488436102867126,0.026641882062376516,50,2024
hs_pitcher_game_type_rel,0.0,419,-0.009541817009449005,0.05016705021262169,-0.13524030148983002,0.21726210415363312,0.02664187925135934,50,2024
hs_pitcher_game_type_logit_rel,0.0,419,-0.03673776611685753,0.20566831529140472,-0.5472280383110046,0.965959906578064,0.026047250514095423,50,2024
hs_pitcher_batter_hand_n,0.0,535,1640.5743408203125,1726.5762939453125,0.0,7588.0,0.02243817695791457,50,2024
hs_pitcher_batter_hand_rate,0.0,610,0.5269080400466919,0.045191019773483276,0.3569351136684418,0.749324381351471,0.03939585844257491,50,2024
hs_pitcher_batter_hand_rel,0.0,611,-0.00467350147664547,0.045191019773483276,-0.17464640736579895,0.2177429050207138,0.03939585998693344,50,2024
hs_pitcher_batter_hand_logit_rel,0.0,611,-0.01760324463248253,0.18449151515960693,-0.7151861190795898,0.9685179591178894,0.038987079919391904,50,2024
hs_pitcher_count_n,0.0,786,425.50738525390625,586.0447387695312,0.0,3648.0,0.021362803237739366,50,2024
hs_pitcher_count_rate,0.0,2561,0.5277695059776306,0.03991968557238579,0.3676937222480774,0.6955077052116394,0.0338611659718012,50,2024
hs_pitcher_count_rel,0.0,2561,-0.0038120043464004993,0.03991968557238579,-0.16388778388500214,0.1639261692762375,0.03386116474256662,50,2024
hs_pitcher_count_logit_rel,0.0,2561,-0.014513845555484295,0.1616741567850113,-0.6686180233955383,0.6995017528533936,0.03374033766214281,50,2024
hs_batter_n,0.0,322,4651.001953125,3782.05078125,0.0,11655.0,0.007687305638881977,50,2024
hs_batter_rate,0.0,337,0.5289835929870605,0.0310811884701252,0.4143281877040863,0.7180132269859314,-0.0022140608437653825,50,2024
hs_batter_rel,0.0,337,-0.0025979233905673027,0.0310811884701252,-0.11725331097841263,0.18643175065517426,-0.0022140609170848984,50,2024
hs_batter_logit_rel,0.0,337,-0.009604418650269508,0.12766700983047485,-0.47259560227394104,0.8081335425376892,-0.0021957816287961366,50,2024
hs_pitcher_batter_n,0.0,180,15.918234825134277,27.792177200317383,0.0,207.0,0.015681026604105065,50,2024
hs_pitcher_batter_rate,0.0,1685,0.5297974348068237,0.026134788990020752,0.37710386514663696,0.6687851548194885,0.02097321843447053,50,2024
hs_pitcher_batter_rel,0.0,1685,-0.0017840455984696746,0.026134788990020752,-0.15447764098644257,0.1372036188840866,0.020973218846196733,50,2024
hs_pitcher_batter_logit_rel,0.0,1685,-0.006852170918136835,0.10553062707185745,-0.6283535361289978,0.5762010812759399,0.02104624147807809,50,2024
hs_pitcher_n,0.0,290,2460.622802734375,2343.332275390625,0.0,8670.0,-0.018478377547150135,100,2022
hs_pitcher_rate,0.0,302,0.5400459170341492,0.04496483504772186,0.4247435927391052,0.7316051721572876,0.0752295907966067,100,2022
hs_pitcher_rel,0.0,302,-0.00309643498621881,0.04496483504772186,-0.1183987557888031,0.18846280872821808,0.07522958720913077,100,2022
hs_pitcher_logit_rel,0.0,302,-0.010722924023866653,0.184733048081398,-0.4763297736644745,0.8297821879386902,0.07505773652279442,100,2022
hs_pitcher_game_type_n,0.0,334,2327.22607421875,2366.143310546875,0.0,8670.0,-0.025163982554907333,100,2022
hs_pitcher_game_type_rate,0.0,383,0.5355086922645569,0.04981961101293564,0.38802775740623474,0.7316051721572876,0.11731924714271173,100,2022
hs_pitcher_game_type_rel,0.0,383,-0.007633665110915899,0.04981961101293564,-0.15511459112167358,0.18846280872821808,0.11731924610910237,100,2022
hs_pitcher_game_type_logit_rel,0.0,383,-0.028761157765984535,0.20490799844264984,-0.6286095976829529,0.8297821879386902,0.11757226953334131,100,2022
hs_pitcher_batter_hand_n,0.0,501,1242.2786865234375,1201.0301513671875,0.0,5135.0,-0.016391576201269187,100,2022
hs_pitcher_batter_hand_rate,0.0,594,0.5386586785316467,0.04492038115859032,0.3993794023990631,0.7202239632606506,0.07803508969957774,100,2022
hs_pitcher_batter_hand_rel,0.0,594,-0.004483673721551895,0.04492038115859032,-0.1437629610300064,0.1770816445350647,0.07803508861071887,100,2022
hs_pitcher_batter_hand_logit_rel,0.0,594,-0.016669567674398422,0.18330565094947815,-0.581051230430603,0.7725733518600464,0.07808626506350243,100,2022
hs_pitcher_count_n,0.0,615,324.1838684082031,413.3515930175781,0.0,2263.0,-0.008438297415699198,100,2022
hs_pitcher_count_rate,0.0,2270,0.539916455745697,0.034005578607320786,0.4088222086429596,0.6632623076438904,0.06539159099711794,100,2022
hs_pitcher_count_rel,0.0,2273,-0.0032259251456707716,0.034005578607320786,-0.13432015478610992,0.12011992931365967,0.06539158738019776,100,2022
hs_pitcher_count_logit_rel,0.0,2273,-0.012212354689836502,0.1378105878829956,-0.5418360829353333,0.5048665404319763,0.06543967438494634,100,2022
hs_batter_n,0.0,288,3106.579833984375,2437.2021484375,0.0,6914.0,-0.049418292517017716,100,2022
hs_batter_rate,0.0,315,0.5452718734741211,0.036597587168216705,0.4429491460323334,0.7141784429550171,0.06188327620176418,100,2022
hs_batter_rel,0.0,315,0.0021294758189469576,0.036597587168216705,-0.10019320994615555,0.17103610932826996,0.06188327129404391,100,2022
hs_batter_logit_rel,0.0,315,0.010122680105268955,0.15156841278076172,-0.40220117568969727,0.7427656650543213,0.06203889619393623,100,2022
hs_pitcher_batter_n,0.0,136,13.872579574584961,22.91490364074707,0.0,148.0,-0.01675926739083183,100,2022
hs_pitcher_batter_rate,0.0,1291,0.5417906045913696,0.016114437952637672,0.4362778663635254,0.6394639611244202,0.03227690650481454,100,2022
hs_pitcher_batter_rel,0.0,1291,-0.0013517135521396995,0.016114437952637672,-0.10686448961496353,0.09632162004709244,0.032276881964856716,100,2022
hs_pitcher_batter_logit_rel,0.0,1291,-0.0052801319397985935,0.06501656025648117,-0.42928171157836914,0.40003877878189087,0.03219954662028211,100,2022
hs_pitcher_n,0.0,305,3178.159423828125,2861.623779296875,0.0,10931.0,0.02377047264220075,100,2023
hs_pitcher_rate,0.0,318,0.5372290015220642,0.04396776854991913,0.4391970932483673,0.6990161538124084,0.035065504941917326,100,2023
hs_pitcher_rel,0.0,318,-0.002307457849383354,0.04396777227520943,-0.10033940523862839,0.15947967767715454,0.0350655049700198,100,2023
hs_pitcher_logit_rel,0.0,318,-0.007795366924256086,0.1794954538345337,-0.4028981029987335,0.6841405034065247,0.03461458778896194,100,2023
hs_pitcher_game_type_n,0.0,362,2990.047607421875,2900.352294921875,0.0,10931.0,0.02369454317787345,100,2023
hs_pitcher_game_type_rate,0.0,420,0.5325947999954224,0.052805762737989426,0.37768569588661194,0.7243312001228333,0.028910095580822037,100,2023
hs_pitcher_game_type_rel,0.0,420,-0.006941701751202345,0.052805762737989426,-0.16185081005096436,0.18479472398757935,0.02891009581617078,100,2023
hs_pitcher_game_type_logit_rel,0.0,420,-0.025759821757674217,0.2170802503824234,-0.6578598022460938,0.8075718283653259,0.028115862960811817,100,2023
hs_pitcher_batter_hand_n,0.0,542,1605.34326171875,1465.05615234375,0.0,6882.0,0.02417274332156442,100,2023
hs_pitcher_batter_hand_rate,0.0,627,0.5366206169128418,0.045623015612363815,0.37631916999816895,0.7157687544822693,0.04442066274075116,100,2023
hs_pitcher_batter_hand_rel,0.0,627,-0.0029158652760088444,0.045623015612363815,-0.16321733593940735,0.176232248544693,0.04442066476517831,100,2023
hs_pitcher_batter_hand_logit_rel,0.0,627,-0.010324652306735516,0.18616166710853577,-0.663677990436554,0.765092134475708,0.04402694365033177,100,2023
hs_pitcher_count_n,0.0,720,418.19036865234375,513.193359375,0.0,2899.0,0.02269935688064471,100,2023
hs_pitcher_count_rate,0.0,2558,0.5375736355781555,0.03709046170115471,0.4065561294555664,0.68129962682724,0.040453132937964986,100,2023
hs_pitcher_count_rel,0.0,2559,-0.001962868496775627,0.03709046170115471,-0.1329803764820099,0.1417631357908249,0.04045313129437253,100,2023
hs_pitcher_count_logit_rel,0.0,2559,-0.00698631489649415,0.15047430992126465,-0.536697506904602,0.6012740135192871,0.04032395121863932,100,2023
hs_batter_n,0.0,314,3924.316650390625,3117.79638671875,0.0,9472.0,0.0037192955158078618,100,2023
hs_batter_rate,0.0,326,0.5373715758323669,0.03630155697464943,0.4818478226661682,0.7011628746986389,-0.006687683129853415,100,2023
hs_batter_rel,0.0,326,-0.0021649606060236692,0.03630156069993973,-0.057688694447278976,0.16162638366222382,-0.006687686246718375,100,2023
hs_batter_logit_rel,0.0,326,-0.007293330039829016,0.1501590758562088,-0.23111754655838013,0.6943647265434265,-0.006703842847808398,100,2023
hs_pitcher_batter_n,0.0,162,16.475439071655273,26.420839309692383,0.0,185.0,0.009913726586811143,100,2023
hs_pitcher_batter_rate,0.0,1619,0.5382350087165833,0.017552146688103676,0.4250209927558899,0.6365981698036194,0.020805992108051376,100,2023
hs_pitcher_batter_rel,0.0,1619,-0.0013014854630455375,0.017552146688103676,-0.1145155280828476,0.0970616564154625,0.02080598278101714,100,2023
hs_pitcher_batter_logit_rel,0.0,1619,-0.0050602685660123825,0.07076550275087357,-0.46067187190055847,0.40215253829956055,0.020877550892668722,100,2023
hs_pitcher_n,0.0,297,3241.064208984375,3371.728271484375,0.0,13637.0,0.02304749963943516,100,2024
hs_pitcher_rate,0.0,311,0.527153491973877,0.04095921665430069,0.4178665578365326,0.7062146067619324,0.030104959623351624,100,2024
hs_pitcher_rel,0.0,311,-0.004428095184266567,0.04095921292901039,-0.11371495574712753,0.17463311553001404,0.030104960391732136,100,2024
hs_pitcher_logit_rel,0.0,311,-0.01674363948404789,0.1668604165315628,-0.4580320119857788,0.7505752444267273,0.02974736950882651,100,2024
hs_pitcher_game_type_n,0.0,368,3010.484375,3399.991943359375,0.0,13539.0,0.02292271840362276,100,2024
hs_pitcher_game_type_rate,0.0,419,0.5222339034080505,0.046055253595113754,0.4045775234699249,0.7226042151451111,0.02823188789223846,100,2024
hs_pitcher_game_type_rel,0.0,419,-0.00934759620577097,0.046055253595113754,-0.1270039826631546,0.19102272391319275,0.028231884768042486,100,2024
hs_pitcher_game_type_logit_rel,0.0,419,-0.03629685193300247,0.18790383636951447,-0.5129222273826599,0.8309219479560852,0.027767700648826124,100,2024
hs_pitcher_batter_hand_n,0.0,535,1640.5743408203125,1726.5762939453125,0.0,7588.0,0.02243817695791457,100,2024
hs_pitcher_batter_hand_rate,0.0,611,0.5268830060958862,0.04152623564004898,0.3813953697681427,0.7133932113647461,0.0411719618544657,100,2024
hs_pitcher_batter_hand_rel,0.0,611,-0.004698514938354492,0.04152623564004898,-0.15018613636493683,0.18181172013282776,0.04117196161845866,100,2024
