feature,importance,alpha,feature_set,valid_year
asof_pitcher_middle_rate,0.3917701556799993,20,pitcher_batter_hand,2022
asof_pitcher_ball_rate,0.19642925066105268,20,pitcher_batter_hand,2022
asof_pitcher_strike_rate,0.29948298956989927,20,pitcher_batter_hand,2022
asof_pitcher_prev1_game_success_rate,0.2741245164440926,20,pitcher_batter_hand,2022
asof_pitcher_prev3_game_success_rate,0.1653327582250104,20,pitcher_batter_hand,2022
asof_pitcher_prev5_game_success_rate,0.30087772557867926,20,pitcher_batter_hand,2022
asof_pitcher_prev1_game_middle_rate,0.13086545392230667,20,pitcher_batter_hand,2022
asof_pitcher_prev3_game_middle_rate,0.15367702068468353,20,pitcher_batter_hand,2022
asof_pitcher_prev5_game_middle_rate,0.1969620892197078,20,pitcher_batter_hand,2022
asof_batter_n,0.24971451010830714,20,pitcher_batter_hand,2022
asof_batter_success_rate,0.4362472136038204,20,pitcher_batter_hand,2022
asof_batter_middle_rate,0.07083060963427913,20,pitcher_batter_hand,2022
asof_pitcher_pitchmix_n,0.8711646550569413,20,pitcher_batter_hand,2022
asof_pitcher_fastball_rate,0.14073691199977065,20,pitcher_batter_hand,2022
asof_pitcher_breaking_rate,0.0,20,pitcher_batter_hand,2022
asof_pitcher_offspeed_rate,0.03661518021343776,20,pitcher_batter_hand,2022
hs_pitcher_batter_hand_logit_rel,0.12772937732465123,20,pitcher_batter_hand,2022
hs_pitcher_batter_hand_n,0.4888781982274456,20,pitcher_batter_hand,2022
hs_pitcher_batter_hand_rate,0.21706954860328284,20,pitcher_batter_hand,2022
hs_pitcher_batter_hand_rel,0.13325872463743196,20,pitcher_batter_hand,2022
hs_pitcher_logit_rel,0.8279122674676368,20,pitcher_batter_hand,2022
hs_pitcher_n,0.551464392951957,20,pitcher_batter_hand,2022
hs_pitcher_rate,0.4197964829933279,20,pitcher_batter_hand,2022
hs_pitcher_rel,0.37268624864810845,20,pitcher_batter_hand,2022
top_bottom_code,0.0,20,pitcher_batter_hand,2022
game_type_code,1.8596811290011723,20,pitcher_batter_hand,2022
base_state_code,0.7734214943932324,20,pitcher_batter_hand,2022
pitcher_id_code,0.7166522378430261,20,pitcher_batter_hand,2022
batter_id_code,0.16128994524097245,20,pitcher_batter_hand,2022
count_index,0.3610764039938024,20,pitcher_batter_hand,2022
two_strike,0.0,20,pitcher_batter_hand,2022
three_ball,0.22690707432708335,20,pitcher_batter_hand,2022
full_count,0.0,20,pitcher_batter_hand,2022
pitcher_count,0.0,20,pitcher_batter_hand,2022
hitter_count,0.10816950693416631,20,pitcher_batter_hand,2022
even_count,0.0,20,pitcher_batter_hand,2022
runner_on,0.09644475826459249,20,pitcher_batter_hand,2022
scoring_position,1.1042973157711644,20,pitcher_batter_hand,2022
abs_score_diff_pitcher_team,0.25469238043883835,20,pitcher_batter_hand,2022
pitcher_team_leading,0.03358247439103737,20,pitcher_batter_hand,2022
pitcher_team_trailing,0.03511906165650298,20,pitcher_batter_hand,2022
late_inning,0.03237045257273155,20,pitcher_batter_hand,2022
te_pitcher_id,3.603609462209867,20,pitcher_batter_hand,2022
te_pitcher_id_delta,4.351512625843529,20,pitcher_batter_hand,2022
te_batter_id,0.7497114516815229,20,pitcher_batter_hand,2022
te_batter_id_delta,0.4015781003296353,20,pitcher_batter_hand,2022
te_pitcher_team_id,0.41965601901463967,20,pitcher_batter_hand,2022
te_pitcher_team_id_delta,0.254464677465185,20,pitcher_batter_hand,2022
te_batter_team_id,0.6508270676595984,20,pitcher_batter_hand,2022
te_batter_team_id_delta,2.7777373672060106,20,pitcher_batter_hand,2022
te_game_type,1.3234407869526152,20,pitcher_batter_hand,2022
te_game_type_delta,1.054403130714793,20,pitcher_batter_hand,2022
te_season,0.5093696709368154,20,pitcher_batter_hand,2022
te_season_delta,0.8871566145109229,20,pitcher_batter_hand,2022
te_pitcher_id__balls_before__strikes_before,10.694906034901939,20,pitcher_batter_hand,2022
te_pitcher_id__balls_before__strikes_before_delta,12.709279485341568,20,pitcher_batter_hand,2022
te_pitcher_id__batter_hand,1.807725757733825,20,pitcher_batter_hand,2022
te_pitcher_id__batter_hand_delta,1.7585341254079627,20,pitcher_batter_hand,2022
te_pitcher_id__base_state,7.100412493626978,20,pitcher_batter_hand,2022
te_pitcher_id__base_state_delta,5.219599604771869,20,pitcher_batter_hand,2022
te_pitcher_id__game_type,4.014171840278558,20,pitcher_batter_hand,2022
te_pitcher_id__game_type_delta,4.917235061982948,20,pitcher_batter_hand,2022
te_batter_id__pitcher_hand,4.6997737385430485,20,pitcher_batter_hand,2022
te_batter_id__pitcher_hand_delta,4.63787490537217,20,pitcher_batter_hand,2022
te_balls_before__strikes_before,0.2804487494240142,20,pitcher_batter_hand,2022
te_balls_before__strikes_before_delta,0.2161050744922556,20,pitcher_batter_hand,2022
te_balls_before__strikes_before__game_type,1.4795942620511813,20,pitcher_batter_hand,2022
te_balls_before__strikes_before__game_type_delta,0.6488963498540777,20,pitcher_batter_hand,2022
te_pitcher_hand__batter_hand,0.09832224243967212,20,pitcher_batter_hand,2022
te_pitcher_hand__batter_hand_delta,0.0660733454037989,20,pitcher_batter_hand,2022
te_base_state__outs_before,0.215488865339718,20,pitcher_batter_hand,2022
te_base_state__outs_before_delta,0.3608127623580297,20,pitcher_batter_hand,2022
asof_pitcher_success_minus_global,0.5979822156445384,20,pitcher_batter_hand,2022
asof_batter_success_minus_global,0.332357239497297,20,pitcher_batter_hand,2022
pitcher_success_x_two_strike,0.218250220066266,20,pitcher_batter_hand,2022
pitcher_success_x_runner_on,0.1581941044201415,20,pitcher_batter_hand,2022
pitcher_fastball_x_hitter_count,0.3058788820626164,20,pitcher_batter_hand,2022
season,1.239006981043381,20,batter_env,2023
game_month,1.397418440890636,20,batter_env,2023
game_dayofweek,0.022623938189150667,20,batter_env,2023
inning,0.03737529078239855,20,batter_env,2023
balls_before,0.14867588527826908,20,batter_env,2023
strikes_before,0.10300434805026448,20,batter_env,2023
outs_before,0.0,20,batter_env,2023
run_top_before,0.18818359794061634,20,batter_env,2023
run_bot_before,0.019442432276540834,20,batter_env,2023
run_total_before,0.074798711317744,20,batter_env,2023
score_diff_home,0.05393011359876064,20,batter_env,2023
score_diff_pitcher_team,0.2118374994670579,20,batter_env,2023
runner_on_1b,0.0,20,batter_env,2023
runner_on_2b,0.004941665532224819,20,batter_env,2023
runner_on_3b,0.8333784715700339,20,batter_env,2023
num_runners_on,0.025204584969685143,20,batter_env,2023
home_win_expectancy,0.10236373277732402,20,batter_env,2023
away_win_expectancy,0.062232248691982864,20,batter_env,2023
li,0.290886665866203,20,batter_env,2023
pitcher_hand,0.0206007854283869,20,batter_env,2023
batter_hand,0.029163566865318295,20,batter_env,2023
pitcher_team_id,0.05505846209564034,20,batter_env,2023
batter_team_id,0.03244236314060856,20,batter_env,2023
asof_pitcher_n,0.7039269517300538,20,batter_env,2023
asof_pitcher_success_rate,0.22017917787966626,20,batter_env,2023
asof_pitcher_reverse_rate,0.4097415413996911,20,batter_env,2023
asof_pitcher_middle_rate,0.16406964789251413,20,batter_env,2023
asof_pitcher_ball_rate,0.18307872862839633,20,batter_env,2023
asof_pitcher_strike_rate,0.10583493511872717,20,batter_env,2023
asof_pitcher_prev1_game_success_rate,0.3446117675551077,20,batter_env,2023
asof_pitcher_prev3_game_success_rate,0.2896245182147892,20,batter_env,2023
asof_pitcher_prev5_game_success_rate,0.10132661437481646,20,batter_env,2023
asof_pitcher_prev1_game_middle_rate,0.03737003599670798,20,batter_env,2023
asof_pitcher_prev3_game_middle_rate,0.15478147302921394,20,batter_env,2023
asof_pitcher_prev5_game_middle_rate,0.1088427544637449,20,batter_env,2023
asof_batter_n,0.157047830650413,20,batter_env,2023
asof_batter_success_rate,0.21359082203512347,20,batter_env,2023
asof_batter_middle_rate,0.0768036964947647,20,batter_env,2023
asof_pitcher_pitchmix_n,0.9053839002226349,20,batter_env,2023
asof_pitcher_fastball_rate,0.3093090249243606,20,batter_env,2023
asof_pitcher_breaking_rate,0.057184718093123026,20,batter_env,2023
asof_pitcher_offspeed_rate,0.07123510085367273,20,batter_env,2023
hs_batter_logit_rel,0.2885985097889438,20,batter_env,2023
hs_batter_n,0.1658244441133877,20,batter_env,2023
hs_batter_rate,0.10535239017322788,20,batter_env,2023
hs_batter_rel,0.09786355197223198,20,batter_env,2023
hs_pitcher_logit_rel,0.17553114606205678,20,batter_env,2023
hs_pitcher_n,0.6075477668358596,20,batter_env,2023
hs_pitcher_rate,0.10936493805302269,20,batter_env,2023
hs_pitcher_rel,0.6350956178128931,20,batter_env,2023
top_bottom_code,0.0,20,batter_env,2023
game_type_code,3.6027634647270066,20,batter_env,2023
base_state_code,0.4426105697216529,20,batter_env,2023
pitcher_id_code,0.3938067964789585,20,batter_env,2023
batter_id_code,0.1421298530492224,20,batter_env,2023
count_index,0.23646753663292802,20,batter_env,2023
two_strike,0.0,20,batter_env,2023
three_ball,0.07052939754118046,20,batter_env,2023
full_count,0.0,20,batter_env,2023
pitcher_count,0.0,20,batter_env,2023
hitter_count,0.15277760306459262,20,batter_env,2023
even_count,0.05559147623126777,20,batter_env,2023
runner_on,0.14843467316339806,20,batter_env,2023
scoring_position,0.8723885711331256,20,batter_env,2023
abs_score_diff_pitcher_team,0.18447504490592384,20,batter_env,2023
pitcher_team_leading,0.021432090058609826,20,batter_env,2023
pitcher_team_trailing,0.050220087137795515,20,batter_env,2023
late_inning,0.0,20,batter_env,2023
te_pitcher_id,5.813100976108766,20,batter_env,2023
te_pitcher_id_delta,3.742917520829085,20,batter_env,2023
te_batter_id,0.27957559820978417,20,batter_env,2023
te_batter_id_delta,0.5256207181477625,20,batter_env,2023
te_pitcher_team_id,0.08503239878843774,20,batter_env,2023
te_pitcher_team_id_delta,0.04753996242553781,20,batter_env,2023
te_batter_team_id,1.7035925726131091,20,batter_env,2023
te_batter_team_id_delta,0.8197251474440933,20,batter_env,2023
te_game_type,1.4478261304966986,20,batter_env,2023
te_game_type_delta,1.3755156468816836,20,batter_env,2023
te_season,2.3439100558206047,20,batter_env,2023
te_season_delta,1.7044471835889616,20,batter_env,2023
te_pitcher_id__balls_before__strikes_before,10.87565860328403,20,batter_env,2023
te_pitcher_id__balls_before__strikes_before_delta,10.965090370372451,20,batter_env,2023
te_pitcher_id__batter_hand,1.5551645696947174,20,batter_env,2023
te_pitcher_id__batter_hand_delta,1.4345689670557151,20,batter_env,2023
te_pitcher_id__base_state,5.3996923130832775,20,batter_env,2023
te_pitcher_id__base_state_delta,5.145270954602532,20,batter_env,2023
te_pitcher_id__game_type,7.086449262433352,20,batter_env,2023
te_pitcher_id__game_type_delta,6.009870295673308,20,batter_env,2023
te_batter_id__pitcher_hand,4.824257289297983,20,batter_env,2023
te_batter_id__pitcher_hand_delta,3.265178618059839,20,batter_env,2023
te_balls_before__strikes_before,0.3304921422853233,20,batter_env,2023
te_balls_before__strikes_before_delta,0.14744056329479882,20,batter_env,2023
te_balls_before__strikes_before__game_type,1.0928106512738165,20,batter_env,2023
te_balls_before__strikes_before__game_type_delta,2.010678403190964,20,batter_env,2023
te_pitcher_hand__batter_hand,0.3292057343198015,20,batter_env,2023
te_pitcher_hand__batter_hand_delta,0.1880315717159851,20,batter_env,2023
te_base_state__outs_before,0.2102776851554651,20,batter_env,2023
te_base_state__outs_before_delta,0.16380759542746368,20,batter_env,2023
asof_pitcher_success_minus_global,0.3663950207415542,20,batter_env,2023
asof_batter_success_minus_global,0.16393545783647995,20,batter_env,2023
pitcher_success_x_two_strike,0.07468888690163757,20,batter_env,2023
pitcher_success_x_runner_on,0.07497157442245057,20,batter_env,2023
pitcher_fastball_x_hitter_count,0.27194100453544134,20,batter_env,2023
season,1.5520507301034956,20,pitcher_batter_hand,2023
game_month,1.28597020972304,20,pitcher_batter_hand,2023
game_dayofweek,0.06394326890785065,20,pitcher_batter_hand,2023
inning,0.14803207479938243,20,pitcher_batter_hand,2023
balls_before,0.34379678231200594,20,pitcher_batter_hand,2023
strikes_before,0.0458844135846749,20,pitcher_batter_hand,2023
outs_before,0.0,20,pitcher_batter_hand,2023
run_top_before,0.0751419386680022,20,pitcher_batter_hand,2023
run_bot_before,0.040661289388102276,20,pitcher_batter_hand,2023
run_total_before,0.03828468530320774,20,pitcher_batter_hand,2023
score_diff_home,0.0404899913402368,20,pitcher_batter_hand,2023
score_diff_pitcher_team,0.15036169101137656,20,pitcher_batter_hand,2023
runner_on_1b,0.0,20,pitcher_batter_hand,2023
runner_on_2b,0.0,20,pitcher_batter_hand,2023
runner_on_3b,0.6437208330373251,20,pitcher_batter_hand,2023
num_runners_on,0.09660595609982617,20,pitcher_batter_hand,2023
home_win_expectancy,0.07982065072421647,20,pitcher_batter_hand,2023
away_win_expectancy,0.14840852780753946,20,pitcher_batter_hand,2023
li,0.28892749664434636,20,pitcher_batter_hand,2023
pitcher_hand,0.018397642934402728,20,pitcher_batter_hand,2023
batter_hand,0.0,20,pitcher_batter_hand,2023
pitcher_team_id,0.15928735686595846,20,pitcher_batter_hand,2023
batter_team_id,0.16286767834032836,20,pitcher_batter_hand,2023
asof_pitcher_n,0.31875591678283116,20,pitcher_batter_hand,2023
asof_pitcher_success_rate,0.1750169841618491,20,pitcher_batter_hand,2023
asof_pitcher_reverse_rate,0.36219475552227265,20,pitcher_batter_hand,2023
asof_pitcher_middle_rate,0.2402555090853969,20,pitcher_batter_hand,2023
asof_pitcher_ball_rate,0.12376999802534822,20,pitcher_batter_hand,2023
asof_pitcher_strike_rate,0.25582163485841247,20,pitcher_batter_hand,2023
asof_pitcher_prev1_game_success_rate,0.41281362219082185,20,pitcher_batter_hand,2023
asof_pitcher_prev3_game_success_rate,0.23732203665219934,20,pitcher_batter_hand,2023
asof_pitcher_prev5_game_success_rate,0.14125064481414723,20,pitcher_batter_hand,2023
asof_pitcher_prev1_game_middle_rate,0.008974204200834371,20,pitcher_batter_hand,2023
asof_pitcher_prev3_game_middle_rate,0.048442691084618635,20,pitcher_batter_hand,2023
asof_pitcher_prev5_game_middle_rate,0.16736065450688373,20,pitcher_batter_hand,2023
asof_batter_n,0.22554760522676567,20,pitcher_batter_hand,2023
asof_batter_success_rate,0.21818591414499774,20,pitcher_batter_hand,2023
asof_batter_middle_rate,0.024764705511406995,20,pitcher_batter_hand,2023
asof_pitcher_pitchmix_n,0.6122019309720635,20,pitcher_batter_hand,2023
asof_pitcher_fastball_rate,0.2701453607325246,20,pitcher_batter_hand,2023
asof_pitcher_breaking_rate,0.07396550484399249,20,pitcher_batter_hand,2023
asof_pitcher_offspeed_rate,0.05242478579181772,20,pitcher_batter_hand,2023
hs_pitcher_batter_hand_logit_rel,0.14188400364652526,20,pitcher_batter_hand,2023
hs_pitcher_batter_hand_n,0.4768521558445432,20,pitcher_batter_hand,2023
hs_pitcher_batter_hand_rate,0.20709398223941966,20,pitcher_batter_hand,2023
hs_pitcher_batter_hand_rel,0.42958652325786856,20,pitcher_batter_hand,2023
hs_pitcher_logit_rel,0.549782082696155,20,pitcher_batter_hand,2023
hs_pitcher_n,0.5519846808381528,20,pitcher_batter_hand,2023
hs_pitcher_rate,0.2899473106897324,20,pitcher_batter_hand,2023
hs_pitcher_rel,0.30675626311166276,20,pitcher_batter_hand,2023
top_bottom_code,0.0,20,pitcher_batter_hand,2023
game_type_code,3.286130321324365,20,pitcher_batter_hand,2023
base_state_code,0.6598241397381787,20,pitcher_batter_hand,2023
pitcher_id_code,0.12125287733330888,20,pitcher_batter_hand,2023
batter_id_code,0.14370645016151914,20,pitcher_batter_hand,2023
count_index,0.15036923104162023,20,pitcher_batter_hand,2023
two_strike,0.0,20,pitcher_batter_hand,2023
three_ball,0.08528718393191694,20,pitcher_batter_hand,2023
full_count,0.018470406666960117,20,pitcher_batter_hand,2023
pitcher_count,0.0,20,pitcher_batter_hand,2023
hitter_count,0.1517524311888322,20,pitcher_batter_hand,2023
even_count,0.0,20,pitcher_batter_hand,2023
runner_on,0.0,20,pitcher_batter_hand,2023
scoring_position,1.07971233957221,20,pitcher_batter_hand,2023
abs_score_diff_pitcher_team,0.17760050662263807,20,pitcher_batter_hand,2023
pitcher_team_leading,0.0,20,pitcher_batter_hand,2023
pitcher_team_trailing,0.10471553485618709,20,pitcher_batter_hand,2023
late_inning,0.04538683123672144,20,pitcher_batter_hand,2023
te_pitcher_id,4.894922376604537,20,pitcher_batter_hand,2023
te_pitcher_id_delta,4.490125560703574,20,pitcher_batter_hand,2023
te_batter_id,0.49348000872749725,20,pitcher_batter_hand,2023
te_batter_id_delta,0.2993760263290869,20,pitcher_batter_hand,2023
te_pitcher_team_id,0.048204160777978004,20,pitcher_batter_hand,2023
te_pitcher_team_id_delta,0.09080778164548518,20,pitcher_batter_hand,2023
te_batter_team_id,2.193176941425525,20,pitcher_batter_hand,2023
te_batter_team_id_delta,0.4521991438487675,20,pitcher_batter_hand,2023
te_game_type,1.5596315261828122,20,pitcher_batter_hand,2023
te_game_type_delta,0.220610600093274,20,pitcher_batter_hand,2023
te_season,2.501718458881171,20,pitcher_batter_hand,2023
te_season_delta,1.156957862092255,20,pitcher_batter_hand,2023
te_pitcher_id__balls_before__strikes_before,11.641750705228505,20,pitcher_batter_hand,2023
te_pitcher_id__balls_before__strikes_before_delta,9.458237949410634,20,pitcher_batter_hand,2023
te_pitcher_id__batter_hand,1.3284873856315764,20,pitcher_batter_hand,2023
te_pitcher_id__batter_hand_delta,1.5135463659477422,20,pitcher_batter_hand,2023
te_pitcher_id__base_state,4.294261673072648,20,pitcher_batter_hand,2023
te_pitcher_id__base_state_delta,6.6565078077445445,20,pitcher_batter_hand,2023
te_pitcher_id__game_type,6.529838866901456,20,pitcher_batter_hand,2023
te_pitcher_id__game_type_delta,8.000929892782338,20,pitcher_batter_hand,2023
te_batter_id__pitcher_hand,4.493778876684507,20,pitcher_batter_hand,2023
te_batter_id__pitcher_hand_delta,4.046717059611768,20,pitcher_batter_hand,2023
te_balls_before__strikes_before,0.42909476250063416,20,pitcher_batter_hand,2023
te_balls_before__strikes_before_delta,0.05448801118530919,20,pitcher_batter_hand,2023
te_balls_before__strikes_before__game_type,0.8205718931331936,20,pitcher_batter_hand,2023
te_balls_before__strikes_before__game_type_delta,2.3194690664572204,20,pitcher_batter_hand,2023
te_pitcher_hand__batter_hand,0.14561522832027124,20,pitcher_batter_hand,2023
te_pitcher_hand__batter_hand_delta,0.08988806825220406,20,pitcher_batter_hand,2023
te_base_state__outs_before,0.25674110072140127,20,pitcher_batter_hand,2023
te_base_state__outs_before_delta,0.24198369954390792,20,pitcher_batter_hand,2023
asof_pitcher_success_minus_global,0.24791868546269777,20,pitcher_batter_hand,2023
asof_batter_success_minus_global,0.3085702548585695,20,pitcher_batter_hand,2023
pitcher_success_x_two_strike,0.050332447771775105,20,pitcher_batter_hand,2023
pitcher_success_x_runner_on,0.0713228954529075,20,pitcher_batter_hand,2023
pitcher_fastball_x_hitter_count,0.26877392330916894,20,pitcher_batter_hand,2023
season,3.3297153997102695,20,batter_env,2024
game_month,1.4939589927915464,20,batter_env,2024
game_dayofweek,0.10041786642490722,20,batter_env,2024
inning,0.1814293051025964,20,batter_env,2024
balls_before,0.2670997139350853,20,batter_env,2024
strikes_before,0.047651651812239584,20,batter_env,2024
outs_before,0.039509805811954526,20,batter_env,2024
run_top_before,0.05407618489814355,20,batter_env,2024
run_bot_before,0.051879859732874234,20,batter_env,2024
run_total_before,0.09036264761877433,20,batter_env,2024
score_diff_home,0.03634670094917027,20,batter_env,2024
score_diff_pitcher_team,0.03768915942376537,20,batter_env,2024
runner_on_1b,0.0,20,batter_env,2024
runner_on_2b,0.0,20,batter_env,2024
runner_on_3b,0.8896735374997405,20,batter_env,2024
num_runners_on,0.0765046619099742,20,batter_env,2024
home_win_expectancy,0.0,20,batter_env,2024
away_win_expectancy,0.01585149149731626,20,batter_env,2024
li,0.2939849713747517,20,batter_env,2024
pitcher_hand,0.0,20,batter_env,2024
batter_hand,0.0,20,batter_env,2024
pitcher_team_id,0.1000777528987132,20,batter_env,2024
batter_team_id,0.04658059404130091,20,batter_env,2024
