candidate_id,candidate_type,weights,mean_auc,mean_brier,worst_skill_margin,mean_skill_margin,mean_pseudo_score,mean_prediction_std,auc_2022,auc_2023,auc_2024,pseudo_2022,pseudo_2023,pseudo_2024,skill_2022,skill_2023,skill_2024,pred_std_2023,delta_vs_v2_mean_auc,delta_vs_v2_mean_brier,delta_vs_v2_skill_2023,delta_vs_v2_pseudo_2024,selection_rule_a,selection_rule_b,selection_rule_c,meets_selection_rule,previous_signal_reconstruction_success_count,high_half_actual_rate_2023,low_half_actual_rate_2023,high_minus_low_actual_rate_2023
blend2__A_v2_base__0.1__B_tuned_base__0.9,two_model_blend,A_v2_base:0.100;B_tuned_base:0.900,0.5202984876655452,0.24974741161154937,-0.0005868504284987919,-9.05673201422504e-05,42.145520228026506,0.01043177538880513,0.5344297939713651,0.5145925325343452,0.5118731364909251,108.62708480933559,0.0,17.809475874743935,0.00027065916371785126,-0.0005868504284987919,4.448930435418941e-05,0.014446702475483133,0.0008528494220582106,-1.3449597244807876e-05,-1.882024861460385e-05,4.627703413158379,False,False,False,False,0,0.5105284165424435,0.489385966341376,0.02114245020106753
blend2__B_tuned_base__0.8__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.2,two_model_blend,B_tuned_base:0.800;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.200,0.5202956221550968,0.2497465694971054,-0.000581406012498481,-8.972520569825819e-05,41.75527282471567,0.010438078446077295,0.5342731306091608,0.5148572242331633,0.5117565116229663,107.61320701864085,0.0,17.652611455506168,0.0002681329492343898,-0.000581406012498481,4.4097446169316656e-05,0.014451567801672238,0.0008499839116098418,-1.4291711688790842e-05,-1.3375832614292982e-05,4.470838993920612,False,False,False,False,0,0.5107320609629937,0.48918232026197034,0.02154974070102339
blend2__A_v2_base__0.5__D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params__0.5,two_model_blend,A_v2_base:0.500;D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params:0.500,0.5202700134706522,0.24974533524538692,-0.0005706074541192152,-8.849095397979918e-05,40.80770155167824,0.010442144475740961,0.5341618424342014,0.5153238466235516,0.5113243513542036,106.75938399392622,0.0,15.663720661108519,0.0002660055329805344,-0.0005706074541192152,3.912905919928322e-05,0.014360281942227833,0.0008243752271651639,-1.552596340725909e-05,-2.5772742350271827e-06,2.4819481995229626,False,False,False,False,0,0.51108232936634,0.48883204900539257,0.02225028036094745
blend2__B_tuned_base__0.7__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.3,two_model_blend,B_tuned_base:0.700;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.300,0.5202430349539777,0.24974686690153836,-0.000577707980442016,-9.002261013120923e-05,41.141473990918946,0.01043507357032752,0.5340925849451664,0.5150014175955592,0.5116351023212077,106.10685370610126,0.0,17.317568266655574,0.00026437966497244725,-0.000577707980442016,4.3260485075941046e-05,0.014446344436002113,0.0007973967104907276,-1.3994307255821292e-05,-9.677800557827965e-06,4.135795805070018,False,False,False,False,0,0.5109601427140099,0.48895423665303595,0.022005906060973968
blend2__A_v2_base__0.2__B_tuned_base__0.8,two_model_blend,A_v2_base:0.200;B_tuned_base:0.800,0.5202113108748033,0.24974870053021023,-0.000584726611458114,-9.185623880308043e-05,41.34452239753309,0.01042065084305517,0.5342153017664145,0.514668080132693,0.5117505507253024,106.71960629871026,0.0,17.313960893889018,0.00026590642143997645,-0.000584726611458114,4.325147360889625e-05,0.014431430326979047,0.0007656726313163276,-1.216067858395009e-05,-1.6696431573925974e-05,4.132188432303462,False,False,False,False,0,0.5105121249887996,0.48940225802772847,0.021109866961071144
blend2__B_tuned_base__0.6__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.4,two_model_blend,B_tuned_base:0.600;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.400,0.520179026967774,0.24974720729798386,-0.000573984159000035,-9.036300657673062e-05,40.50697751717132,0.010431367250070794,0.5338806107332451,0.5151460786556821,0.5115103915143946,104.54656265927748,0.0,16.97436989223648,0.00026049198750571767,-0.000573984159000035,4.240315176412546e-05,0.014440695106665529,0.0007333887242869652,-1.3653910810318415e-05,-5.953979115846941e-06,3.7925974306509254,False,False,False,False,0,0.51104160048223,0.4888727782212737,0.022168822260956345
blend3__A_v2_base__0.34__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.33__D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params__0.33,three_model_blend_limited,A_v2_base:0.340;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.330;D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params:0.330,0.5201256649561089,0.249746611069923,-0.0005640162352539557,-8.976677851582626e-05,39.41410989606612,0.010431775297760479,0.533668345290524,0.5155743951192209,0.5111342544585817,102.84639629313972,0.0,15.395933395058641,0.00025625579164675893,-0.0005640162352539557,3.8460108059718e-05,0.014376125136433382,0.0006800267126219062,-1.4250138871185758e-05,4.013944630232302e-06,2.214160933473085,False,False,False,False,0,0.5114896182074403,0.4884247568465812,0.023064861360859112
blend2__A_v2_base__0.3__B_tuned_base__0.7,two_model_blend,A_v2_base:0.300;B_tuned_base:0.700,0.5201224511044727,0.24975004770189665,-0.000582675858139009,-9.320341048953591e-05,40.52992327844846,0.010408681817989793,0.5339925066984954,0.5147511399909972,0.5116237066239259,104.77551642527554,0.0,16.814253410069835,0.0002610624569696074,-0.000582675858139009,4.2003169700793874e-05,0.014415476227166525,0.0006768128609857538,-1.0813506897522362e-05,-1.4645678254820993e-05,3.632480948484279,False,False,False,False,0,0.5105528538729096,0.4893615288118473,0.021191325061062305
blend2__B_tuned_base__0.5__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.5,two_model_blend,B_tuned_base:0.500;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.500,0.5201181790018029,0.24974760267453822,-0.0005702404332792177,-9.075838313109726e-05,39.84775894719932,0.010426925368029602,0.5336768932159532,0.5152942061930197,0.5113834375964358,102.91975388517562,0.0,16.623522956422324,0.00025643857206977816,-0.0005702404332792177,4.1526711816147754e-05,0.014434604081197178,0.0006725407583159093,-1.3258534255961019e-05,-2.210253395029671e-06,3.441750494836768,False,False,False,False,0,0.5111149124736281,0.4887994656326876,0.022315446840940445
blend2__A_v2_base__0.6__D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params__0.4,two_model_blend,A_v2_base:0.600;D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params:0.400,0.5201138303322173,0.24974832995019836,-0.0005700239678183283,-9.148565879119978e-05,39.52816557269635,0.010415680164744106,0.5338041006863785,0.5153379598345924,0.5111994304756808,103.41612990473153,0.0,15.168366813357524,0.000257675360469084,-0.0005700239678183283,3.789163097564496e-05,0.014346081016471618,0.0006681920887302573,-1.2531258595821493e-05,-1.9937879341402898e-06,1.9865943517719682,False,False,False,False,0,0.511033454705408,0.4888809240644499,0.022152530640958068
blend3__A_v2_base__0.40__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.30__D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params__0.30,three_model_blend_limited,A_v2_base:0.400;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.300;D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params:0.300,0.5200702086548823,0.24974780874662358,-0.0005643093036334645,-9.09644552164283e-05,38.97280792964828,0.010421057691413377,0.5335603887395559,0.515553921623855,0.5110963156012361,101.71990695973223,0.0,15.198516829212622,0.00025344899018051037,-0.0005643093036334645,3.796694780366927e-05,0.014368246990904937,0.0006245704113952977,-1.3052462170592971e-05,3.7208762507234816e-06,2.0167443676270658,False,False,False,False,0,0.5116036590829485,0.488310715042114,0.023292944040834485
blend2__B_tuned_base__0.4__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.6,two_model_blend,B_tuned_base:0.400;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.600,0.5200506062156526,0.249748096583611,-0.0005665987721140964,-9.125229220385833e-05,39.162654875936305,0.010421727006134284,0.5334542159444703,0.5154419321214346,0.5112556705810527,101.22170107822267,0.0,16.26626354958625,0.00025220764243114036,-0.0005665987721140964,4.063425307138102e-05,0.014428136981581935,0.0006049679721655821,-1.2764625183181444e-05,1.4314077700916528e-06,3.084491088000693,False,False,False,False,0,0.5112126617954921,0.4887017155145729,0.022510946280919153
blend2__A_v2_base__0.4__B_tuned_base__0.6,two_model_blend,A_v2_base:0.400;B_tuned_base:0.600,0.520036091590781,0.24975145099383636,-0.0005806318563736645,-9.460670242922298e-05,39.693707725161616,0.010395783400938967,0.5337628928716375,0.5148501660351416,0.5114952158655641,102.7709831256249,0.0,16.310140049859953,0.0002560678894777124,-0.0005806318563736645,4.0743859608283195e-05,0.014398701659503804,0.0005904533472940177,-9.410214957816798e-06,-1.2601676489476521e-05,3.128367588274397,False,False,False,False,0,0.5105447080960875,0.48936967465502357,0.021175033441063973
blend2__B_tuned_base__0.3__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.7,two_model_blend,B_tuned_base:0.300;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.700,0.5199902695431818,0.249748648196238,-0.0005629469936888898,-9.180390483083205e-05,38.45304308112489,0.010415848142670313,0.5332303640180658,0.5156146644674706,0.5111257801440092,99.45555601085489,0.0,15.90357323251978,0.00024780705165972083,-0.0005629469936888898,3.972822753667282e-05,0.01442149423244717,0.0005446312996948421,-1.2213012556189229e-05,5.083186195298239e-06,2.721800770934223,False,False,False,False,0,0.5114000146623983,0.4885143611215197,0.02288565354087857
blend3__A_v2_base__0.50__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.25__D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params__0.25,three_model_blend_limited,A_v2_base:0.500;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.250;D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params:0.250,0.519962125081107,0.2497498575931274,-0.0005648498377375522,-9.301330172023503e-05,38.22311608837126,0.01040265624783124,0.5333459384760346,0.5155087912980815,0.5110316454692048,99.8015674073744,0.0,14.867780857739378,0.0002486691861391943,-0.0005648498377375522,3.714074643765275e-05,0.014354883897543793,0.0005164868376199561,-1.1003615666776989e-05,3.1803421466358728e-06,1.686008396153822,False,False,False,False,0,0.5112533906796022,0.48866098629869176,0.022592404380910425
blend2__A_v2_base__0.7__D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params__0.3,two_model_blend,A_v2_base:0.700;D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params:0.300,0.5199569871039788,0.24975139406263278,-0.0005695031268963258,-9.454977122563823e-05,38.22915425645296,0.010388252464051282,0.5334375150639156,0.5153602503075927,0.511073195940428,100.01462565556987,0.0,14.672837113788995,0.0002492000497574254,-0.0005695031268963258,3.665376346198568e-05,0.014331425382361297,0.000511348860491756,-9.46714616140154e-06,-1.4729470121377375e-06,1.4910646522034394,False,False,False,False,0,0.5110741835895181,0.4888401948485688,0.022233988740949284
blend2__A_v2_base__0.5__B_tuned_base__0.5,two_model_blend,A_v2_base:0.500;B_tuned_base:0.500,0.5199299576767797,0.2497528989979636,-0.0005785617713538194,-9.605470655644581e-05,38.836062744562476,0.010381988144356506,0.5335282039679983,0.5148973092162098,0.5113643598461313,100.7078841106356,0.0,15.800304123051838,0.0002509273975364601,-0.0005785617713538194,3.9470254148021855e-05,0.01438118174876944,0.00048431943329274585,-7.962210830575467e-06,-1.053159146963134e-05,2.6185316614662817,False,False,False,False,0,0.5106506031947736,0.4892637786937326,0.021386824501041013
blend2__B_tuned_base__0.2__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.8,two_model_blend,B_tuned_base:0.200;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.800,0.5199177302365268,0.24974926123678884,-0.0005593459329325812,-9.241694538168292e-05,37.72556657419296,0.010408531085275754,0.53301288666465,0.5157446339399848,0.5109956701049457,97.64032762306,0.0,15.536372099518879,0.00024328416311622525,-0.0005593459329325812,3.881093367130717e-05,0.014412338098895123,0.00047209199303976934,-1.1599972005338355e-05,8.684246951606855e-06,2.3545996379333225,False,False,False,False,0,0.5112941195637122,0.48862025708281065,0.02267386248090153
blend2__B_tuned_base__0.1__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.9,two_model_blend,B_tuned_base:0.100;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.900,0.5198474989513863,0.2497499552097203,-0.0005558418299335954,-9.311091831314584e-05,36.97858317261947,0.010401333072832525,0.5327824011769307,0.5158949625131881,0.5108651331640401,95.7707968411305,0.0,15.164952676727902,0.00023862597276830266,-0.0005558418299335954,3.7883102225855225e-05,0.014405358837890698,0.00040186070789927086,-1.0905999073884676e-05,1.2188349950592592e-05,1.9831802151423457,False,False,False,False,0,0.5114570351001523,0.4884573402192861,0.022999694880866173
blend2__A_v2_base__0.6__B_tuned_base__0.4,two_model_blend,A_v2_base:0.600;B_tuned_base:0.400,0.5198293628993151,0.24975437528440395,-0.0005764256885240904,-9.753099299682673e-05,37.95824222815645,0.010367315659230042,0.5332851605610057,0.5149730524931555,0.5112298756437843,98.58961672439646,0.0,15.285109960072882,0.0002456494460909564,-0.0005764256885240904,3.818326344265377e-05,0.014362938017618796,0.00038372465582814375,-6.4859243902315455e-06,-8.39550863990235e-06,2.103337498487326,False,False,False,False,0,0.5108705391689679,0.4890438409279744,0.021826698240993425
blend2__A_v2_base__0.8__D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params__0.2,two_model_blend,A_v2_base:0.800;D_high_discrimination_A_C_skill_combo_tuned_catboost_tuned_params:0.200,0.5197813190830903,0.24975451353813793,-0.000569023945003605,-9.766924673080639e-05,36.913497013493256,0.010359916860322232,0.5330614590339454,0.5153373620825924,0.5109451361327331,96.56371340401856,0.0,14.176777636461216,0.00024060163228439846,-0.000569023945003605,3.541457252678737e-05,0.014316423980760636,0.00033568083960333617,-6.347670656242643e-06,-9.937651194169561e-07,0.9950051748756596,False,False,False,False,0,0.51112305825045,0.4887913197895114,0.02233173846093861
C_stable_reconstructed_A_recent_vs_longterm_v2_params,single_model,C_stable_reconstructed_A_recent_vs_longterm_v2_params,0.5197531934362689,0.24975072238404283,-0.0005524051571814403,-9.387809263570561e-05,36.211245798448594,0.01039344209533168,0.532534695750702,0.5159910223245899,0.5107338622335149,93.84484398826973,0.0,14.78889340707605,0.00023382719915276962,-0.0005524051571814403,3.694368012155391e-05,0.01439821992901953,0.00030755519278191645,-1.0138824751343423e-05,1.5625022702747682e-05,1.6071209454904931,False,False,False,False,0,0.5116688252975244,0.4882455482967042,0.023423277000820253
blend2__A_v2_base__0.0__C_stable_reconstructed_A_recent_vs_longterm_v2_params__1.0,two_model_blend,A_v2_base:0.000;C_stable_reconstructed_A_recent_vs_longterm_v2_params:1.000,0.5197531934362689,0.24975072238404283,-0.0005524051571814403,-9.387809263570561e-05,36.211245798448594,0.01039344209533168,0.532534695750702,0.5159910223245899,0.5107338622335149,93.84484398826973,0.0,14.78889340707605,0.00023382719915276962,-0.0005524051571814403,3.694368012155391e-05,0.01439821992901953,0.00030755519278191645,-1.0138824751343423e-05,1.5625022702747682e-05,1.6071209454904931,False,False,False,False,0,0.5116688252975244,0.4882455482967042,0.023423277000820253
blend2__B_tuned_base__0.0__C_stable_reconstructed_A_recent_vs_longterm_v2_params__1.0,two_model_blend,B_tuned_base:0.000;C_stable_reconstructed_A_recent_vs_longterm_v2_params:1.000,0.5197531934362689,0.24975072238404283,-0.0005524051571814403,-9.387809263570561e-05,36.211245798448594,0.01039344209533168,0.532534695750702,0.5159910223245899,0.5107338622335149,93.84484398826973,0.0,14.78889340707605,0.00023382719915276962,-0.0005524051571814403,3.694368012155391e-05,0.01439821992901953,0.00030755519278191645,-1.0138824751343423e-05,1.5625022702747682e-05,1.6071209454904931,False,False,False,False,0,0.5116688252975244,0.4882455482967042,0.023423277000820253
blend2__A_v2_base__0.1__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.9,two_model_blend,A_v2_base:0.100;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.900,0.5197421543588602,0.249751396697371,-0.0005537796414688823,-9.455240596387138e-05,36.12461440161912,0.010388033368687311,0.5325449876204226,0.5159455743279834,0.5107359011281745,93.72390970024541,0.0,14.649933504611953,0.000233525874917484,-0.0005537796414688823,3.659654865978412e-05,0.014388466109561172,0.0002965161153731799,-9.464511423168398e-06,1.4250538415305769e-05,1.468161043026397,False,False,False,False,0,0.5117014084048125,0.4882129649239993,0.023488443480813193
blend2__A_v2_base__0.2__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.8,two_model_blend,A_v2_base:0.200;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.800,0.5197377134748616,0.24975212349861617,-0.0005551218176722827,-9.527920720902212e-05,36.01260008675988,0.010381676752695869,0.532545197851837,0.515930111837035,0.5107378307357132,93.53255506226125,0.0,14.505245198018384,0.00023304908879751007,-0.0005551218176722827,3.623510724770629e-05,0.014378096071095896,0.0002920752313746444,-8.737710178008395e-06,1.2908362211905278e-05,1.3234727364328283,False,False,False,False,0,0.5116362421902365,0.4882781316694091,0.023358110520827424
blend2__A_v2_base__0.7__B_tuned_base__0.3,two_model_blend,A_v2_base:0.700;B_tuned_base:0.300,0.5197322515610533,0.24975591335337097,-0.0005742875003316994,-9.906906196381164e-05,37.05534756908461,0.010351831833203292,0.5330375499617275,0.5150648488136167,0.5110943559078158,96.40017263216598,0.0,14.76587007508785,0.0002401941481967873,-0.0005742875003316994,3.688616624347718e-05,0.014344206283897397,0.0002866133175662977,-4.947855423209635e-06,-6.257320447511372e-06,1.5840976135022942,False,False,False,False,0,0.5108053729543918,0.4891090076733843,0.02169636528100749
blend2__A_v2_base__0.3__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.7,two_model_blend,A_v2_base:0.300;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.700,0.5197103792435661,0.24975290350865156,-0.0005564522405699657,-9.605921724442634e-05,35.87766164705713,0.010374405631244865,0.5325298419804938,0.515863033160625,0.5107382625895793,93.27615043854028,0.0,14.3568345026311,0.0002324102217861057,-0.0005564522405699657,3.5864367050580936e-05,0.01436719710980412,0.00026474100007911616,-7.957700142613433e-06,1.1577939314222352e-05,1.1750620410455443,False,False,False,False,0,0.5115629301988384,0.48835144425799515,0.023211485940843213
blend2__A_v2_base__0.4__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.6,two_model_blend,A_v2_base:0.400;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.600,0.5196843011463828,0.24975378756989977,-0.0005578834576391578,-9.694327849263384e-05,35.71445148447952,0.01036629118453893,0.5325137131089481,0.5158025512881608,0.5107366390420394,92.93973894177307,0.0,14.203615511665477,0.00023157200676321432,-0.0005578834576391578,3.5481615398041955e-05,0.014355963449882199,0.00023866290289575876,-7.073638894405931e-06,1.0146722245030215e-05,1.0218430500799212,False,False,False,False,0,0.5117095541816346,0.4882048190808231,0.02350473510081147
blend2__A_v2_base__0.5__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.5,two_model_blend,A_v2_base:0.500;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.500,0.5196584903303532,0.24975475034561634,-0.0005593916275030419,-9.790605420919214e-05,35.52994886826375,0.010358034490198575,0.5324912581919581,0.5157505978241934,0.510733614974908,92.5443424087893,0.0,14.045504196001955,0.00023058682249593732,-0.0005593916275030419,3.508664237952819e-05,0.01434660573868164,0.00021285208686616652,-6.110863177838377e-06,8.63855238114608e-06,0.8637317344163993,False,False,False,False,0,0.5116362421902365,0.4882781316694091,0.023358110520827424
blend2__A_v2_base__0.8__B_tuned_base__0.2,two_model_blend,A_v2_base:0.800;B_tuned_base:0.200,0.5196370203151353,0.24975750454732734,-0.0005721793971928124,-0.00010066025592021337,36.13515986225303,0.010335527530968034,0.5327917985473708,0.5151606386960473,0.5109586237019875,94.16288621012517,0.0,14.242593376633932,0.00023461964462753726,-0.0005721793971928124,3.557898480463506e-05,0.014324992414003604,0.0001913820716482606,-3.3566614668356642e-06,-4.149217308624387e-06,1.0608209150483763,False,False,False,False,0,0.510850086344531,0.48906411645392267,0.021785969890608325
blend2__A_v2_base__0.6__C_stable_reconstructed_A_recent_vs_longterm_v2_params__0.4,two_model_blend,A_v2_base:0.600;C_stable_reconstructed_A_recent_vs_longterm_v2_params:0.400,0.5196258101757639,0.24975580759259605,-0.0005609711517023663,-9.896330118889611e-05,35.31708162284179,0.01034810997834584,0.5324671949849873,0.5156826191191295,0.5107276164231749,92.06951845772238,0.0,13.881726410802996,0.00022940373400806569,-0.0005609711517023663,3.467751412761233e-05,0.014334566417833317,0.00018017193227692907,-5.053616198125166e-06,7.0590281818216916e-06,0.6999539492174396,False,False,False,False,0,0.5113837231087542,0.48853065280787217,0.022853070300882072
