feature,missing_rate,fallback_rate,unique_count,mean,std,min,max,target_corr,bottom20_target_rate,top20_target_rate,top_bottom_target_gap,alpha,valid_year
rf_pitcher_recent_5_control_rate,0.0,0.1986059556540845,311,0.5288594365119934,0.11315680295228958,0.21352212131023407,0.8776317834854126,0.014973316710614665,0.4694669135561836,0.49633901507695943,0.02687210152077585,5,2024
rf_pitcher_form_delta_5,0.0,,311,0.0008540177950635552,0.10543408989906311,-0.29828155040740967,0.29593905806541443,0.004815089260042483,0.48874523390171676,0.49416426371643224,0.005419029814715481,5,2024
rf_pitcher_form_delta_5_vs_global,0.0,,311,-0.002722084289416671,0.11315680295228958,-0.31805938482284546,0.34605029225349426,0.014973317061330739,0.4694669135561836,0.49633901507695943,0.02687210152077585,5,2024
rf_pitcher_recent_10_n,0.0,,3,8.013664245605469,3.9895501136779785,0.0,10.0,-0.0038118568643903438,0.4861049201797189,0.48515592310910927,-0.0009489970706096362,5,2024
rf_pitcher_recent_10_control_rate,0.0,0.1986059556540845,311,0.519836962223053,0.11372236162424088,0.2067241221666336,0.9144737720489502,0.01059536800098861,0.4769954893116297,0.48845103394459616,0.011455544632966441,5,2024
rf_pitcher_form_delta_10,0.0,,311,-0.008168402127921581,0.1052478700876236,-0.2775508165359497,0.3401354253292084,0.00017361123859084573,0.4784260462186528,0.48563156132437807,0.0072055151057252576,5,2024
rf_pitcher_form_delta_10_vs_global,0.0,,311,-0.011744505725800991,0.11372235417366028,-0.3248573839664459,0.3828922510147095,0.010595368615625296,0.4769954893116297,0.48845103394459616,0.011455544632966441,5,2024
rf_pitcher_recent_20_n,0.0,,5,16.026405334472656,7.979189872741699,0.0,20.0,-0.0038239322267331244,0.4861049201797189,0.48513198776878874,-0.0009729324109301607,5,2024
rf_pitcher_recent_20_control_rate,0.0,0.1986059556540845,311,0.5215441584587097,0.09932445734739304,0.1798289567232132,0.8686842322349548,0.016315193203277796,0.4787535969096141,0.49985364996975434,0.021100053060140234,5,2024
rf_pitcher_form_delta_20,0.0,,311,-0.006461271550506353,0.08885123580694199,-0.3193158209323883,0.2710670828819275,0.004882763776263672,0.47877163243584187,0.49218406199177267,0.013412429555930805,5,2024
rf_pitcher_form_delta_20_vs_global,0.0,,311,-0.01003737561404705,0.09932445734739304,-0.35175254940986633,0.3371027410030365,0.01631519358350158,0.4787535969096141,0.49985364996975434,0.021100053060140234,5,2024
rf_pitcher_recent_50_n,0.0,,16,39.946693420410156,19.938249588012695,0.0,50.0,-0.0033352750478611312,0.49000157766032976,0.4857891192097583,-0.0042124584505714435,5,2024
rf_pitcher_recent_50_control_rate,0.0,0.1986059556540845,311,0.5203650593757629,0.08468019217252731,0.2505982220172882,0.8634852170944214,0.02698570017035969,0.4629032573226254,0.5024479918963027,0.039544734573677354,5,2024
rf_pitcher_form_delta_50,0.0,,311,-0.007640311028808355,0.07329382002353668,-0.2553657591342926,0.23421511054039001,0.01498756690087191,0.47496697099363083,0.5033338562911829,0.028366885297552047,5,2024
rf_pitcher_form_delta_50_vs_global,0.0,,311,-0.011216414161026478,0.08468019217252731,-0.2809832990169525,0.33190369606018066,0.026985699323702046,0.4629032573226254,0.5024479918963027,0.039544734573677354,5,2024
rf_pitcher_recent_100_n,0.0,,31,79.31632995605469,40.06321716308594,0.0,100.0,-0.0020609494102084027,0.49000157766032976,0.48597191367022186,-0.004029663990107901,5,2024
rf_pitcher_recent_100_control_rate,0.0,0.1986059556540845,311,0.5179305672645569,0.07597588747739792,0.2505982220172882,0.8142065405845642,0.026872902436310166,0.4628218653538077,0.5074227210080725,0.044600855654264804,5,2024
rf_pitcher_form_delta_100,0.0,,311,-0.010074809193611145,0.05956670269370079,-0.18333443999290466,0.22066225111484528,0.0143542323015432,0.47571071540143706,0.4991057565692498,0.02339504116781277,5,2024
rf_pitcher_form_delta_100_vs_global,0.0,,311,-0.013650912791490555,0.07597588747739792,-0.2809832990169525,0.2826250195503235,0.026872901372163197,0.4628218653538077,0.5074227210080725,0.044600855654264804,5,2024
rf_pitcher_game_type_recent_50_n,0.0,,29,39.45633316040039,20.225404739379883,0.0,50.0,-0.0017460711507918543,0.48863395761553713,0.486168650291213,-0.002465307324324151,5,2024
rf_pitcher_game_type_recent_50_control_rate,0.0,0.2049371417751778,431,0.5230317711830139,0.05899399146437645,0.2855463922023773,0.8106140494346619,0.02924446583361639,0.45991577787398163,0.5155414730867174,0.05562569521273575,5,2024
rf_pitcher_count_recent_50_n,0.0,,51,37.7722053527832,20.610898971557617,0.0,50.0,0.003803418303605397,0.4892810868114178,0.48874676210517015,-0.0005343247062476464,5,2024
rf_pitcher_count_recent_50_control_rate,0.0,0.19916609797757065,2845,0.5222341418266296,0.05796350538730621,0.28550204634666443,0.8202843070030212,0.0266448028055102,0.46216732659614285,0.5074250103536001,0.04525768375745726,5,2024
rf_pitcher_batter_hand_recent_50_n,0.0,,38,39.678897857666016,20.040691375732422,0.0,50.0,-0.0020254421215872803,0.4896319234839873,0.4861467664065993,-0.0034851570773880014,5,2024
rf_pitcher_batter_hand_recent_50_control_rate,0.0,0.19864145763233362,602,0.5225372314453125,0.06281333416700363,0.27631625533103943,0.8024176955223083,0.03514035008450105,0.45723561239547467,0.5183198580161704,0.061084245620695754,5,2024
rf_pitcher_long_term_n,0.0,,290,2460.622802734375,2343.332275390625,0.0,8670.0,-0.018478377547150135,0.5456644637311888,0.5215540804373292,-0.024110383293859616,10,2022
rf_pitcher_long_term_rate,0.0,,302,0.5423252582550049,0.055430818349123,0.35502156615257263,0.8112754225730896,0.07146390298039021,0.47615586513224306,0.5849692323211944,0.1088133671889513,10,2022
rf_global_historical_rate,0.0,,1,0.5431423783302307,0.0,0.5431423783302307,0.5431423783302307,,,,,10,2022
rf_pitcher_recent_5_n,0.0,,2,4.213042259216309,1.8208513259887695,0.0,5.0,-0.012949717028747474,,,,10,2022
rf_pitcher_recent_5_control_rate,0.0,0.15739154328570504,303,0.5534118413925171,0.09655982255935669,0.297099232673645,0.8741835951805115,0.04833307094263842,0.5005804179008886,0.5583901252437529,0.05780970734286428,10,2022
rf_pitcher_form_delta_5,0.0,,303,0.011086633428931236,0.07616183161735535,-0.18581700325012207,0.19279713928699493,0.009266194350419057,0.5158032919317379,0.5233716320904682,0.007568340158730313,10,2022
rf_pitcher_form_delta_5_vs_global,0.0,,303,0.010269477032124996,0.09655982255935669,-0.2460431307554245,0.33104124665260315,0.048333070333805406,0.5005804179008886,0.5583901252437529,0.05780970734286428,10,2022
rf_pitcher_recent_10_n,0.0,,2,8.426084518432617,3.641702651977539,0.0,10.0,-0.012949717028747474,,,,10,2022
rf_pitcher_recent_10_control_rate,0.0,0.15739154328570504,303,0.5611439347267151,0.11430637538433075,0.22282440960407257,0.8556377291679382,0.04159042585870776,0.49991004857377014,0.5645180626598465,0.06460801408607636,10,2022
rf_pitcher_form_delta_10,0.0,,303,0.018818682059645653,0.10081089287996292,-0.253722220659256,0.289195716381073,0.007863713852643221,0.5058591048315384,0.518288951617679,0.012429846786140564,10,2022
rf_pitcher_form_delta_10_vs_global,0.0,,303,0.018001528456807137,0.11430637538433075,-0.32031792402267456,0.3124953508377075,0.04159042435128224,0.49991004857377014,0.5645180626598465,0.06460801408607636,10,2022
rf_pitcher_recent_20_n,0.0,,6,16.833087921142578,7.28416633605957,0.0,20.0,-0.013503416303916937,0.5289204435249241,0.5257716576742216,-0.00314878585070244,10,2022
rf_pitcher_recent_20_control_rate,0.0,0.15739154328570504,303,0.5624572038650513,0.11507590115070343,0.21834051609039307,0.8589919805526733,0.03387662956088197,0.5004508393285372,0.5481008592307075,0.047650019902170326,10,2022
rf_pitcher_form_delta_20,0.0,,303,0.020131969824433327,0.10245893150568008,-0.23704899847507477,0.288557767868042,-0.0006140881418385796,0.5189527626567766,0.5137349976958063,-0.0052177649609702614,10,2022
rf_pitcher_form_delta_20_vs_global,0.0,,303,0.019314812496304512,0.11507590860128403,-0.32480183243751526,0.315849632024765,0.033876628638747505,0.5004508393285372,0.5481008592307075,0.047650019902170326,10,2022
rf_pitcher_recent_50_n,0.0,,15,41.89302062988281,18.276094436645508,0.0,50.0,-0.01570253372871128,0.5289204435249241,0.5247562310030395,-0.004164212521884592,10,2022
rf_pitcher_recent_50_control_rate,0.0,0.15739154328570504,302,0.559635579586029,0.1053631380200386,0.30917027592658997,0.8591563105583191,0.03929969951146347,0.5016866530174515,0.5554884311001027,0.053801778082651186,10,2022
rf_pitcher_form_delta_50,0.0,,302,0.01731039769947529,0.09409041702747345,-0.19540248811244965,0.3047904074192047,0.001907067973810568,0.5236365789629512,0.5260299324106855,0.002393353447734281,10,2022
rf_pitcher_form_delta_50_vs_global,0.0,,302,0.016493242233991623,0.1053631380200386,-0.23397208750247955,0.31601396203041077,0.039299696790605375,0.5016866530174515,0.5554884311001027,0.053801778082651186,10,2022
rf_pitcher_recent_100_n,0.0,,28,82.72467803955078,36.917816162109375,0.0,100.0,-0.016559608061278493,0.5289204435249241,0.5249982476694003,-0.00392219585552378,10,2022
rf_pitcher_recent_100_control_rate,0.0,0.15739154328570504,302,0.5486122965812683,0.09342092275619507,0.3265184164047241,0.8591563105583191,0.04746261643878124,0.48868037532441605,0.5660335865653738,0.07735321124095779,10,2022
rf_pitcher_form_delta_100,0.0,,302,0.006287091877311468,0.0781925618648529,-0.2136605978012085,0.28704407811164856,0.006045315668276697,0.514951149708872,0.5286294274114518,0.013678277702579789,10,2022
rf_pitcher_form_delta_100_vs_global,0.0,,302,0.005469936411827803,0.09342092275619507,-0.2166239321231842,0.31601396203041077,0.047462613280703995,0.48868037532441605,0.5660335865653738,0.07735321124095779,10,2022
rf_pitcher_game_type_recent_50_n,0.0,,30,40.59052276611328,19.323862075805664,0.0,50.0,-0.014893857875942005,0.5289204435249241,0.5238745984761002,-0.005045845048823883,10,2022
rf_pitcher_game_type_recent_50_control_rate,0.0,0.1809376414301416,420,0.5280805230140686,0.07419668138027191,0.32535648345947266,0.8392059206962585,0.09287904179582465,0.47371488518475346,0.6026156742296641,0.12890078904491065,10,2022
rf_pitcher_count_recent_50_n,0.0,,51,38.34855651855469,19.78369903564453,0.0,50.0,-0.020566142876010274,0.5474798609855561,0.5218710071023218,-0.025608853883234306,10,2022
rf_pitcher_count_recent_50_control_rate,0.0,0.16001810305812375,2854,0.5393919944763184,0.06750477105379105,0.323294460773468,0.8344521522521973,0.06401097199165437,0.48608702665645037,0.5790340726454516,0.09294704598900122,10,2022
rf_pitcher_batter_hand_recent_50_n,0.0,,41,41.33235549926758,18.50751304626465,0.0,50.0,-0.016422038036144386,0.5289204435249241,0.524911925003262,-0.004008518521662063,10,2022
rf_pitcher_batter_hand_recent_50_control_rate,0.0,0.15739154328570504,585,0.5468432307243347,0.0739908292889595,0.3173215091228485,0.8487502932548523,0.06385904052163953,0.4794545236092755,0.5782111064010174,0.09875658279174188,10,2022
rf_pitcher_long_term_n,0.0,,305,3178.159423828125,2861.623779296875,0.0,10931.0,0.02377047264220075,0.48948472078014615,0.5231623705572397,0.03367764977709353,10,2023
rf_pitcher_long_term_rate,0.0,,318,0.5381446480751038,0.04905268922448158,0.39993900060653687,0.7641445398330688,0.030980873026626676,0.46077932648285685,0.5213010178168742,0.06052169133401736,10,2023
rf_global_historical_rate,0.0,,1,0.5395365357398987,0.0,0.5395364761352539,0.5395364761352539,,,,,10,2023
rf_pitcher_recent_5_n,0.0,,2,4.3100905418396,1.7244082689285278,0.0,5.0,0.0010522631671029568,,,,10,2023
rf_pitcher_recent_5_control_rate,0.0,0.13798187557275227,319,0.5570269227027893,0.0924755111336708,0.3035321831703186,0.8290197849273682,0.009033221855476212,0.49979778370945566,0.5099267923927747,0.010129008683319063,10,2023
rf_pitcher_form_delta_5,0.0,,319,0.01888234168291092,0.07994625717401505,-0.1994781643152237,0.1755083203315735,-0.008560041453079733,0.5061613106234394,0.48702825408407313,-0.019133056539366255,10,2023
rf_pitcher_form_delta_5_vs_global,0.0,,319,0.017490454018115997,0.0924755111336708,-0.2360043227672577,0.28948330879211426,0.009033221811458422,0.49979778370945566,0.5099267923927747,0.010129008683319063,10,2023
rf_pitcher_recent_10_n,0.0,,2,8.6201810836792,3.4488165378570557,0.0,10.0,0.0010522631671029568,,,,10,2023
rf_pitcher_recent_10_control_rate,0.0,0.13798187557275227,319,0.5664172172546387,0.09812500327825546,0.2939475476741791,0.8663744330406189,0.005735771958475501,0.4940561959654179,0.49840851495184996,0.004352318986432069,10,2023
rf_pitcher_form_delta_10,0.0,,319,0.0282725989818573,0.08581707626581192,-0.19678860902786255,0.23237334191799164,-0.011150140140630772,0.5105706811355489,0.4913292466526859,-0.01924143448286303,10,2023
rf_pitcher_form_delta_10_vs_global,0.0,,319,0.026880713179707527,0.09812499582767487,-0.24558895826339722,0.326837956905365,0.005735772300520287,0.4940561959654179,0.49840851495184996,0.004352318986432069,10,2023
rf_pitcher_recent_20_n,0.0,,5,17.236913681030273,6.89757776260376,0.0,20.0,0.001109505896964418,0.49995723449750534,0.5002080693059943,0.00025083480848892004,10,2023
rf_pitcher_recent_20_control_rate,0.0,0.13798187557275227,319,0.5734594464302063,0.10558121651411057,0.2356022149324417,0.8503031134605408,0.008504912670941575,0.4855218855218855,0.5018731167033146,0.01635123118142906,10,2023
rf_pitcher_form_delta_20,0.0,,319,0.03531486913561821,0.09397699683904648,-0.2209806889295578,0.29939374327659607,-0.006615831592400202,0.49966632287811685,0.49167459081069054,-0.007991732067426316,10,2023
rf_pitcher_form_delta_20_vs_global,0.0,,319,0.03392298147082329,0.10558121651411057,-0.3039342761039734,0.31076663732528687,0.008504912647151338,0.4855218855218855,0.5018731167033146,0.01635123118142906,10,2023
rf_pitcher_recent_50_n,0.0,,14,42.994117736816406,17.283823013305664,0.0,50.0,0.0016966427731897145,0.49995723449750534,0.5004439885845074,0.0004867540870021059,10,2023
rf_pitcher_recent_50_control_rate,0.0,0.13798187557275227,318,0.5621988773345947,0.10345730185508728,0.3178011178970337,0.8471742868423462,0.0030723993057137564,0.49282737618208045,0.4951790769961789,0.0023517008140984674,10,2023
rf_pitcher_form_delta_50,0.0,,318,0.024054227396845818,0.09353618323802948,-0.2194165736436844,0.3125186860561371,-0.012848854942985754,0.5115104207940407,0.4936186411813027,-0.017891779612738024,10,2023
rf_pitcher_form_delta_50_vs_global,0.0,,318,0.022662339732050896,0.10345730185508728,-0.2217353880405426,0.3076377511024475,0.0030723999616638718,0.49282737618208045,0.4951790769961789,0.0023517008140984674,10,2023
rf_pitcher_recent_100_n,0.0,,27,85.48326873779297,34.7540397644043,0.0,100.0,0.00311100999297311,0.49995723449750534,0.5010535045298284,0.001096270032323099,10,2023
rf_pitcher_recent_100_control_rate,0.0,0.13798187557275227,318,0.552172064781189,0.09349727630615234,0.3378506898880005,0.8169512748718262,0.008914292834503871,0.48291922401373566,0.49564356435643564,0.01272434034269998,10,2023
rf_pitcher_form_delta_100,0.0,,318,0.014027462340891361,0.08031828701496124,-0.1785067915916443,0.25973406434059143,-0.008543921479087833,0.5007013478075257,0.4887652992875556,-0.011936048519970155,10,2023
rf_pitcher_form_delta_100_vs_global,0.0,,318,0.012635576538741589,0.09349727630615234,-0.201685830950737,0.2774147689342499,0.008914290814747367,0.48291922401373566,0.49564356435643564,0.01272434034269998,10,2023
rf_pitcher_game_type_recent_50_n,0.0,,26,42.16788101196289,17.994354248046875,0.0,50.0,0.003955253281206218,0.49995723449750534,0.5009050918716911,0.0009478573741857343,10,2023
rf_pitcher_game_type_recent_50_control_rate,0.0,0.15089705732613787,444,0.5246676206588745,0.0666218027472496,0.3266182243824005,0.7990060448646545,0.020585951095520263,0.46797184951853105,0.5162359178263751,0.04826406830784408,10,2023
